sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated	Sample
INDIV257_MSAFIRI_1831_Dry2014	Blastocystis_sp._subtype_1	1841	0.9831691525	Raw	TP	INDIV257
INDIV258_MSAFIRI_1832_Dry2014	Blastocystis_sp._subtype_6	2914	0.2318485451	Raw	FP	INDIV258
INDIV33_GIDAMILANDA_1951_Dry2014	Blastocystis_sp._subtype_2	130598	0.9779316756	Raw	TP	INDIV33
INDIV95_HUKAMAKO_2185_Dry2014	Blastocystis_sp._subtype_2	87925	0.9765341522	Raw	TP	INDIV95
INDIV268_HUKAMAKO_2189_Dry2014	Blastocystis_sp._subtype_2	19539	0.9482120551	Raw	TP	INDIV268
INDIV270_HUKAMAKO_2201_Dry2014	Blastocystis_sp._subtype_6	3883	0.2998515901	Raw	FP	INDIV270
INDIV306_SENGELI_2182_Dry2014	Blastocystis_sp._subtype_2	6315	0.9515226551	Raw	TP	INDIV306
INDIV277_SAIDI_1852_Dry2014	Blastocystis_sp._subtype_6	3107	0.2592593426	Raw	FP	INDIV277
INDIV227_ENDAMANGA_SCHOOL_1726_Dry2014	Blastocystis_sp._subtype_2	66717	0.9687921963	Raw	TP	INDIV227
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	Blastocystis_sp._subtype_2	42717	0.9595627651	Raw	TP	INDIV228
INDIV271_SAIDI_1866_Dry2014	Blastocystis_sp._subtype_1	6124	0.944597312	Raw	TP	INDIV271
INDIV224_SAITOTI_1723_Dry2014	Blastocystis_sp._subtype_2	21455	0.95101826	Raw	TP	INDIV224
INDIV372_HUKAMAKO_2221_Dry2014	Blastocystis_sp._subtype_2	4574	0.9664111085	Raw	TP	INDIV372
INDIV159_HUKAMAKO_2233_Dry2014	Blastocystis_sp._subtype_2	62255	0.9714678404	Raw	TP	INDIV159
INDIV273_HUKAMAKO_2239_Dry2014	Blastocystis_sp._subtype_1	12757	0.9288281081	Raw	TP	INDIV273
INDIV271_HUKAMAKO_2205_Dry2014	Blastocystis_sp._subtype_1	17536	0.9053897128	Raw	TP	INDIV271
INDIV84_SENGELI_1974_Dry2014	Blastocystis_sp._subtype_1	1029	0.9898487929	Raw	TP	INDIV84
INDIV277_HUKAMAKO_2249_Dry2014	Blastocystis_sp._subtype_2	9985	0.927608842	Raw	TP	INDIV277
INDIV53_HUKAMAKO_2213_Dry2014	Blastocystis_sp._subtype_1	1476	0.9879641616	Raw	TP	INDIV53
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	Blastocystis_sp._subtype_2	16144	0.9160532938	Raw	TP	INDIV239
INDIV240_ENDAMANGA_SCHOOL_1739_Dry2014	Blastocystis_sp._subtype_1	1071	0.9852932246	Raw	TP	INDIV240
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	Blastocystis_sp._subtype_3	21287	0.949913961	Raw	TP	INDIV233
INDIV234_ENDAMANGA_SCHOOL_1733_Dry2014	Blastocystis_sp._subtype_3	2511	0.960227051	Raw	TP	INDIV234
INDIV235_ENDAMANGA_SCHOOL_1734_Dry2014	Blastocystis_sp._subtype_1	2414	0.9749363682	Raw	TP	INDIV235
INDIV97_HUKAMAKO_2273_Dry2014	Blastocystis_sp._subtype_1	1504	0.9854776459	Raw	TP	INDIV97
INDIV188_HUKAMAKO_1999_Dry2014	Blastocystis_sp._subtype_3	1676	0.9869920494	Raw	TP	INDIV188
INDIV197_HUKAMAKO_2277_Dry2014	Blastocystis_sp._subtype_2	3517	0.9593466755	Raw	TP	INDIV197
INDIV162_HUKAMAKO_2281_Dry2014	Blastocystis_sp._subtype_2	1034	0.985076115	Raw	TP	INDIV162
INDIV379_HUKAMAKO_2297_Dry2014	Blastocystis_sp._subtype_2	19395	0.9460681108	Raw	TP	INDIV379
INDIV280_HUKAMAKO_2261_Dry2014	Blastocystis_sp._subtype_9	2121	0.3403692081	Raw	FP	INDIV280
INDIV243_MWAMUDU_1742_Dry2014	Blastocystis_sp._subtype_6	4118	0.3888975931	Raw	FP	INDIV243
INDIV281_BENJA_1769_Dry2014	Blastocystis_sp._subtype_6	6969	0.3997763326	Raw	FP	INDIV281
INDIV329_HUKAMAKO_2310_Dry2014	Blastocystis_sp._subtype_2	7316	0.9400215353	Raw	TP	INDIV329
INDIV185_HUKAMAKO_2311_Dry2014	Blastocystis_sp._subtype_3	4872	0.9658303446	Raw	TP	INDIV185
INDIV330_HUKAMAKO_2314_Dry2014	Blastocystis_sp._subtype_6	3948	0.253623024	Raw	FP	INDIV330
INDIV333_HUKAMAKO_2316_Dry2014	Blastocystis_sp._subtype_6	4348	0.2511924334	Raw	FP	INDIV333
INDIV327_HUKAMAKO_2308_Dry2014	Blastocystis_sp._subtype_2	18922	0.9468814078	Raw	TP	INDIV327
INDIV78_BENJA_1770_Dry2014	Blastocystis_sp._subtype_3	300627	0.9886858828	Raw	TP	INDIV78
INDIV34_GIDAMILANDA_1914_Dry2014	Blastocystis_sp._subtype_6	4489	0.2828864061	Raw	FP	INDIV34
INDIV288_EZEKILI_1776_Dry2014	Blastocystis_sp._subtype_3	47295	0.9664637073	Raw	TP	INDIV288
INDIV35_GIDAMILANDA_1915_Dry2014	Blastocystis_sp._subtype_2	4537	0.953169968	Raw	TP	INDIV35
INDIV290_EZEKILI_1778_Dry2014	Blastocystis_sp._subtype_2	36818	0.9627120916	Raw	TP	INDIV290
INDIV248_EZEKILI_1780_Dry2014	Blastocystis_sp._subtype_2	200025	0.9816838862	Raw	TP	INDIV248
INDIV285_EZEKILI_1773_Dry2014	Blastocystis_sp._subtype_1	10556	0.9325995445	Raw	TP	INDIV285
INDIV288_DOMANGA_2327_Dry2014	Blastocystis_sp._subtype_1	5713	0.9603434411	Raw	TP	INDIV288
INDIV93_HUKAMAKO_2317_Dry2014	Blastocystis_sp._subtype_1	79540	0.9325988974	Raw	TP	INDIV93
INDIV379_HUKAMAKO_2330_Dry2014	Blastocystis_sp._subtype_1	52438	0.9304962184	Raw	TP	INDIV379
INDIV89_HUKAMAKO_2320_Dry2014	Blastocystis_sp._subtype_1	1738	0.9842269141	Raw	TP	INDIV89
INDIV248_EZEKILI_1797_Dry2014	Blastocystis_sp._subtype_2	164893	0.9801971631	Raw	TP	INDIV248
INDIV248_EZEKILI_1798_Dry2014	Blastocystis_sp._subtype_2	68057	0.971739686	Raw	TP	INDIV248
INDIV297_GIDAMILANDA_1921_Dry2014	Blastocystis_sp._subtype_3	18777	0.9491290668	Raw	TP	INDIV297
INDIV36_GIDAMILANDA_1922_Dry2014	Blastocystis_sp._subtype_2	13900	0.9222426234	Raw	TP	INDIV36
INDIV269_HUKAMAKO_2337_Dry2014	Blastocystis_sp._subtype_1	691612	0.9391065509	Raw	TP	INDIV269
INDIV273_HUKAMAKO_2338_Dry2014	Blastocystis_sp._subtype_1	14998	0.9197963692	Raw	TP	INDIV273
INDIV348_SENGELI_2137_Dry2014	Blastocystis_sp._subtype_2	84816	0.9756072206	Raw	TP	INDIV348
INDIV277_HUKAMAKO_2340_Dry2014	Blastocystis_sp._subtype_3	30674	0.9680816597	Raw	TP	INDIV277
INDIV349_SENGELI_2138_Dry2014	Blastocystis_sp._subtype_1	4953	0.964075047	Raw	TP	INDIV349
INDIV278_HUKAMAKO_2341_Dry2014	Blastocystis_sp._subtype_1	24464	0.9123728544	Raw	TP	INDIV278
INDIV279_HUKAMAKO_2342_Dry2014	Blastocystis_sp._subtype_3	14631	0.9445825992	Raw	TP	INDIV279
INDIV268_HUKAMAKO_2332_Dry2014	Blastocystis_sp._subtype_1	402252	0.9378865105	Raw	TP	INDIV268
INDIV371_HUKAMAKO_2333_Dry2014	Blastocystis_sp._subtype_3	134542	0.9699228757	Raw	TP	INDIV371
INDIV306_GIDAMILANDA_1933_Dry2014	Blastocystis_sp._subtype_1	2960	0.9676898737	Raw	TP	INDIV306
INDIV308_GIDAMILANDA_1935_Dry2014	Blastocystis_sp._subtype_3	234944	0.9893171465	Raw	TP	INDIV308
INDIV253_MSAFIRI_1813_Dry2014	Blastocystis_sp._subtype_6	7346	0.2803693735	Raw	FP	INDIV253
INDIV325_HUKAMAKO_2348_Dry2014	Blastocystis_sp._subtype_1	5558	0.9587691161	Raw	TP	INDIV325
INDIV275_HUKAMAKO_2352_Dry2014	Blastocystis_sp._subtype_1	3176	0.9751417934	Raw	TP	INDIV275
INDIV360_SENGELI_2149_Dry2014	Blastocystis_sp._subtype_1	6114	0.9571352657	Raw	TP	INDIV360
INDIV280_HUKAMAKO_2343_Dry2014	Blastocystis_sp._subtype_2	8497	0.9351413362	Raw	TP	INDIV280
INDIV329_HUKAMAKO_2353_Dry2014	Blastocystis_sp._subtype_1	8732	0.9436268922	Raw	TP	INDIV329
INDIV361_SENGELI_2150_Dry2014	Blastocystis_sp._subtype_1	73964	0.9242260252	Raw	TP	INDIV361
INDIV197_HUKAMAKO_2354_Dry2014	Blastocystis_sp._subtype_1	33270	0.9241919839	Raw	TP	INDIV197
INDIV61_SENGELI_2151_Dry2014	Blastocystis_sp._subtype_3	18406	0.9563758019	Raw	TP	INDIV61
INDIV162_HUKAMAKO_2355_Dry2014	Blastocystis_sp._subtype_1	29425	0.9218100673	Raw	TP	INDIV162
INDIV352_SENGELI_2141_Dry2014	Blastocystis_sp._subtype_3	2714	0.9484220549	Raw	TP	INDIV352
INDIV354_SENGELI_2143_Dry2014	Blastocystis_sp._subtype_2	3455	0.9691999019	Raw	TP	INDIV354
INDIV355_SENGELI_2144_Dry2014	Blastocystis_sp._subtype_2	128540	0.9777308265	Raw	TP	INDIV355
INDIV93_HUKAMAKO_2660_Dry2014	Blastocystis_sp._subtype_1	55450	0.9286944026	Raw	TP	INDIV93
INDIV185_HUKAMAKO_2661_Dry2014	Blastocystis_sp._subtype_3	25368	0.9629971851	Raw	TP	INDIV185
INDIV87_SENGELI_1162_Dry2013	Blastocystis_sp._subtype_1	19795	0.9084257248	Raw	TP	INDIV87
INDIV88_SENGELI_1164_Dry2013	Blastocystis_sp._subtype_3	52953	0.9786056849	Raw	TP	INDIV88
INDIV269_HUKAMAKO_2677_Dry2014	Blastocystis_sp._subtype_2	8218	0.9468267671	Raw	TP	INDIV269
INDIV172_KIPAMBA_1344_Dry2013	Blastocystis_sp._subtype_6	5087	0.6005734179	Raw	FP	INDIV172
INDIV268_HUKAMAKO_2673_Dry2014	Blastocystis_sp._subtype_2	3073	0.9728162116	Raw	TP	INDIV268
INDIV97_HUKAMAKO_2646_Dry2014	Blastocystis_sp._subtype_1	17810	0.9120587442	Raw	TP	INDIV97
INDIV275_HUKAMAKO_2641_Dry2014	Blastocystis_sp._subtype_1	4215	0.9676564152	Raw	TP	INDIV275
INDIV94_HUKAMAKO_1182_Dry2013	Blastocystis_sp._subtype_2	56516	0.9713550409	Raw	TP	INDIV94
INDIV270_HUKAMAKO_2669_Dry2014	Blastocystis_sp._subtype_2	3218	0.9651642801	Raw	TP	INDIV270
INDIV158_HUKAMAKO_2656_Dry2014	Blastocystis_sp._subtype_1	23502	0.9142228551	Raw	TP	INDIV158
INDIV372_HUKAMAKO_2666_Dry2014	Blastocystis_sp._subtype_2	1646	0.9794251062	Raw	TP	INDIV372
INDIV185_HUKAMAKO_2379_Dry2014	Blastocystis_sp._subtype_2	22478	0.9293600969	Raw	TP	INDIV185
INDIV107_HUKAMAKO_1210_Dry2013	Blastocystis_sp._subtype_3	2028	0.9796318573	Raw	TP	INDIV107
INDIV95_HUKAMAKO_2654_Dry2014	Blastocystis_sp._subtype_1	19475	0.9065966574	Raw	TP	INDIV95
INDIV103_HUKAMAKO_1202_Dry2013	Blastocystis_sp._subtype_2	195734	0.9804446486	Raw	TP	INDIV103
INDIV422_GIDERU_2608_Dry2014	Blastocystis_sp._subtype_3	1750	0.9817981949	Raw	TP	INDIV422
INDIV424_GIDERU_2610_Dry2014	Blastocystis_sp._subtype_1	3362	0.9742422527	Raw	TP	INDIV424
INDIV95_HUKAMAKO_2444_Dry2014	Blastocystis_sp._subtype_2	14541	0.9308044623	Raw	TP	INDIV95
INDIV95_HUKAMAKO_2445_Dry2014	Blastocystis_sp._subtype_2	14802	0.9321020901	Raw	TP	INDIV95
INDIV95_HUKAMAKO_2446_Dry2014	Blastocystis_sp._subtype_2	15822	0.936412431	Raw	TP	INDIV95
INDIV427_GIDERU_2613_Dry2014	Blastocystis_sp._subtype_1	27395	0.9190716176	Raw	TP	INDIV427
INDIV93_HUKAMAKO_2395_Dry2014	Blastocystis_sp._subtype_1	5337	0.9623287155	Raw	TP	INDIV93
INDIV95_HUKAMAKO_2399_Dry2014	Blastocystis_sp._subtype_1	31425	0.9213830719	Raw	TP	INDIV95
INDIV116_KIPAMBA_1235_Dry2013	Blastocystis_sp._subtype_3	2180	0.980773307	Raw	TP	INDIV116
INDIV93_HUKAMAKO_2475_Dry2014	Blastocystis_sp._subtype_1	51674	0.9290097658	Raw	TP	INDIV93
INDIV197_HUKAMAKO_2476_Dry2014	Blastocystis_sp._subtype_3	199623	0.9877405654	Raw	TP	INDIV197
INDIV162_HUKAMAKO_2477_Dry2014	Blastocystis_sp._subtype_3	287466	0.9881654005	Raw	TP	INDIV162
INDIV428_GIDERU_2614_Dry2014	Blastocystis_sp._subtype_9	1257	0.3681632827	Raw	FP	INDIV428
INDIV429_GIDERU_2616_Dry2014	Blastocystis_sp._subtype_3	16540	0.9506953633	Raw	TP	INDIV429
INDIV129_KIPAMBA_1252_Dry2013	Blastocystis_sp._subtype_2	10874	0.9341003296	Raw	TP	INDIV129
INDIV127_KIPAMBA_1249_Dry2013	Blastocystis_sp._subtype_2	1552	0.9801032141	Raw	TP	INDIV127
INDIV372_HUKAMAKO_2479_Dry2014	Blastocystis_sp._subtype_3	174102	0.9869696945	Raw	TP	INDIV372
INDIV371_HUKAMAKO_2484_Dry2014	Blastocystis_sp._subtype_3	6142	0.9188234345	Raw	TP	INDIV371
INDIV437_GIDERU_2624_Dry2014	Blastocystis_sp._subtype_3	47152	0.9768547891	Raw	TP	INDIV437
INDIV438_GIDERU_2625_Dry2014	Blastocystis_sp._subtype_3	19068	0.9562895555	Raw	TP	INDIV438
INDIV439_GIDERU_2626_Dry2014	Blastocystis_sp._subtype_3	20689	0.9584486989	Raw	TP	INDIV439
INDIV273_HUKAMAKO_2488_Dry2014	Blastocystis_sp._subtype_3	54729	0.9792490497	Raw	TP	INDIV273
INDIV275_HUKAMAKO_2489_Dry2014	Blastocystis_sp._subtype_3	31466	0.969333976	Raw	TP	INDIV275
INDIV158_HUKAMAKO_2480_Dry2014	Blastocystis_sp._subtype_3	120826	0.986015883	Raw	TP	INDIV158
INDIV433_GIDERU_2620_Dry2014	Blastocystis_sp._subtype_1	5510	0.9609564842	Raw	TP	INDIV433
INDIV270_HUKAMAKO_2482_Dry2014	Blastocystis_sp._subtype_3	140821	0.9868899398	Raw	TP	INDIV270
INDIV268_HUKAMAKO_2483_Dry2014	Blastocystis_sp._subtype_2	91545	0.9756556406	Raw	TP	INDIV268
INDIV135_KIPAMBA_1264_Dry2013	Blastocystis_sp._subtype_2	24540	0.9433517467	Raw	TP	INDIV135
INDIV278_HUKAMAKO_2491_Dry2014	Blastocystis_sp._subtype_3	26218	0.9644626173	Raw	TP	INDIV278
INDIV445_GIDERU_2632_Dry2014	Blastocystis_sp._subtype_2	126530	0.9792030108	Raw	TP	INDIV445
INDIV97_HUKAMAKO_2496_Dry2014	Blastocystis_sp._subtype_1	22005	0.9082915851	Raw	TP	INDIV97
INDIV330_HUKAMAKO_2497_Dry2014	Blastocystis_sp._subtype_6	4803	0.2471561188	Raw	FP	INDIV330
INDIV333_HUKAMAKO_2499_Dry2014	Blastocystis_sp._subtype_6	7309	0.2367222817	Raw	FP	INDIV333
INDIV325_HUKAMAKO_2500_Dry2014	Blastocystis_sp._subtype_1	18266	0.9095858508	Raw	TP	INDIV325
INDIV277_HUKAMAKO_2501_Dry2014	Blastocystis_sp._subtype_1	22234	0.9099148066	Raw	TP	INDIV277
INDIV371_HUKAMAKO_2678_Dry2014	Blastocystis_sp._subtype_3	3076	0.9629325615	Raw	TP	INDIV371
INDIV279_HUKAMAKO_2492_Dry2014	Blastocystis_sp._subtype_3	52507	0.9785471936	Raw	TP	INDIV279
INDIV280_HUKAMAKO_2493_Dry2014	Blastocystis_sp._subtype_3	32202	0.9713807795	Raw	TP	INDIV280
INDIV82_HUKAMAKO_1304_Dry2013	Blastocystis_sp._subtype_6	3328	0.2599277745	Raw	FP	INDIV82
INDIV157_HUKAMAKO_1305_Dry2013	Blastocystis_sp._subtype_6	3542	0.2613101397	Raw	FP	INDIV157
INDIV158_HUKAMAKO_1307_Dry2013	Blastocystis_sp._subtype_6	3803	0.2574028494	Raw	FP	INDIV158
INDIV159_HUKAMAKO_1309_Dry2013	Blastocystis_sp._subtype_1	1783	0.9859767753	Raw	TP	INDIV159
INDIV162_HUKAMAKO_1315_Dry2013	Blastocystis_sp._subtype_1	1218	0.9334513165	Raw	TP	INDIV162
INDIV279_HUKAMAKO_2644_Dry2014	Blastocystis_sp._subtype_1	7687	0.950974468	Raw	TP	INDIV279
INDIV379_HUKAMAKO_2507_Dry2014	Blastocystis_sp._subtype_1	286184	0.9386322384	Raw	TP	INDIV379
INDIV86_HUKAMAKO_2510_Dry2014	Blastocystis_sp._subtype_1	55434	0.9282356403	Raw	TP	INDIV86
INDIV273_HUKAMAKO_2640_Dry2014	Blastocystis_sp._subtype_1	6039	0.9592687808	Raw	TP	INDIV273
INDIV78_HUKAMAKO_2674_Dry2014	Blastocystis_sp._subtype_2	17516	0.9425703431	Raw	TP	INDIV78
INDIV277_HUKAMAKO_2642_Dry2014	Blastocystis_sp._subtype_1	16223	0.9182826646	Raw	TP	INDIV277
INDIV185_HUKAMAKO_2512_Dry2014	Blastocystis_sp._subtype_1	66012	0.9330973767	Raw	TP	INDIV185
INDIV330_HUKAMAKO_2670_Dry2014	Blastocystis_sp._subtype_3	5169	0.9660104781	Raw	TP	INDIV330
INDIV333_HUKAMAKO_2672_Dry2014	Blastocystis_sp._subtype_3	2516	0.9785516592	Raw	TP	INDIV333
INDIV329_HUKAMAKO_2503_Dry2014	Blastocystis_sp._subtype_1	11916	0.9296026948	Raw	TP	INDIV329
INDIV89_HUKAMAKO_2504_Dry2014	Blastocystis_sp._subtype_1	11476	0.9333002833	Raw	TP	INDIV89
INDIV278_HUKAMAKO_2643_Dry2014	Blastocystis_sp._subtype_1	7433	0.9520553674	Raw	TP	INDIV278
INDIV158_HUKAMAKO_2358_Dry2014	Blastocystis_sp._subtype_1	13504	0.9277830905	Raw	TP	INDIV158
INDIV330_HUKAMAKO_2361_Dry2014	Blastocystis_sp._subtype_1	572405	0.9409779583	Raw	TP	INDIV330
INDIV333_HUKAMAKO_2369_Dry2014	Blastocystis_sp._subtype_1	806324	0.9408573608	Raw	TP	INDIV333
INDIV372_HUKAMAKO_2357_Dry2014	Blastocystis_sp._subtype_1	23647	0.9151498635	Raw	TP	INDIV372
SAMPLE1653_HUKAMAKO_1653_Dry2014	Blastocystis_sp._subtype_1	30010	0.9228639841	Raw	TP	SAMPLE1653
INDIV158_HUKAMAKO_2225_Dry2014	Blastocystis_sp._subtype_3	4157	0.8422755777	Raw	TP	INDIV158
INDIV159_HUKAMAKO_1530_Wet2014	Blastocystis_sp._subtype_1	1231	0.9854573995	Raw	TP	INDIV159
SAMPLE1654_HUKAMAKO_1654_Dry2014	Blastocystis_sp._subtype_1	23486	0.914595885	Raw	TP	SAMPLE1654
INDIV157_HUKAMAKO_1527_Wet2014	Blastocystis_sp._subtype_3	1976	0.9842472773	Raw	TP	INDIV157
INDIV88_SENGELI_1511_Wet2014	Blastocystis_sp._subtype_3	2191	0.9712681985	Decontaminated	TP	INDIV88
INDIV87_SENGELI_1505_Wet2014	Blastocystis_sp._subtype_3	6383	0.9454001834	Decontaminated	TP	INDIV87
INDIV58_SENGELI_1509_Wet2014	Blastocystis_sp._subtype_1	2426	0.975599131	Decontaminated	TP	INDIV58
INDIV185_SENGELI_1518_Wet2014	Blastocystis_sp._subtype_3	7282	0.8424529953	Decontaminated	TP	INDIV185
INDIV89_SENGELI_1520_Wet2014	Blastocystis_sp._subtype_1	32067	0.9220356369	Decontaminated	TP	INDIV89
INDIV88_SENGELI_1537_Wet2014	Blastocystis_sp._subtype_2	2586	0.9716683652	Decontaminated	TP	INDIV88
INDIV188_SENGELI_1545_Wet2014	Blastocystis_sp._subtype_1	12796	0.9299608705	Decontaminated	TP	INDIV188
INDIV80_SENGELI_1547_Wet2014	Blastocystis_sp._subtype_3	16889	0.9516730566	Decontaminated	TP	INDIV80
INDIV197_HUKAMAKO_1563_Wet2014	Blastocystis_sp._subtype_2	20739	0.9472870143	Decontaminated	TP	INDIV197
INDIV185_SENGELI_1556_Wet2014	Blastocystis_sp._subtype_1	6076	0.9570510735	Decontaminated	TP	INDIV185
INDIV89_SENGELI_1557_Wet2014	Blastocystis_sp._subtype_3	11431	0.93494448	Decontaminated	TP	INDIV89
INDIV95_HUKAMAKO_1560_Wet2014	Blastocystis_sp._subtype_1	7349	0.9522837387	Decontaminated	TP	INDIV95
INDIV157_HUKAMAKO_1565_Wet2014	Blastocystis_sp._subtype_1	2291	0.9808350563	Decontaminated	TP	INDIV157
INDIV159_HUKAMAKO_1566_Wet2014	Blastocystis_sp._subtype_1	13854	0.924917873	Decontaminated	TP	INDIV159
INDIV186_HUKAMAKO_1569_Wet2014	Blastocystis_sp._subtype_2	25755	0.9536409144	Decontaminated	TP	INDIV186
INDIV84_SENGELI_1585_Wet2014	Blastocystis_sp._subtype_1	5947	0.9588974278	Decontaminated	TP	INDIV84
INDIV185_SENGELI_1595_Wet2014	Blastocystis_sp._subtype_3	1132	0.9823284518	Decontaminated	TP	INDIV185
INDIV305_GIDAMILANDA_1932_Dry2014	Blastocystis_sp._subtype_2	4909	0.9628789758	Decontaminated	TP	INDIV305
INDIV78_SENGELI_2177_Dry2014	Blastocystis_sp._subtype_1	1400	0.988688271	Decontaminated	TP	INDIV78
INDIV61_SENGELI_1110_Dry2013	Blastocystis_sp._subtype_2	11141	0.9248778498	Decontaminated	TP	INDIV61
INDIV62_SENGELI_1112_Dry2013	Blastocystis_sp._subtype_2	14100	0.9165301544	Decontaminated	TP	INDIV62
INDIV63_SENGELI_1114_Dry2013	Blastocystis_sp._subtype_2	1877	0.9770324489	Decontaminated	TP	INDIV63
INDIV66_SENGELI_1120_Dry2013	Blastocystis_sp._subtype_2	53328	0.9560888672	Decontaminated	TP	INDIV66
INDIV58_SENGELI_1104_Dry2013	Blastocystis_sp._subtype_3	3585	0.9728628371	Decontaminated	TP	INDIV58
INDIV70_SENGELI_1594_Wet2014	Blastocystis_sp._subtype_1	17577	0.9111069785	Decontaminated	TP	INDIV70
INDIV62_SENGELI_1593_Wet2014	Blastocystis_sp._subtype_3	3184	0.9635090743	Decontaminated	TP	INDIV62
INDIV63_SENGELI_1592_Wet2014	Blastocystis_sp._subtype_3	5567	0.9501308654	Decontaminated	TP	INDIV63
INDIV85_SENGELI_1589_Wet2014	Blastocystis_sp._subtype_1	5058	0.9635379763	Decontaminated	TP	INDIV85
INDIV157_HUKAMAKO_1612_Wet2014	Blastocystis_sp._subtype_2	59007	0.9697006656	Decontaminated	TP	INDIV157
INDIV65_SENGELI_1587_Wet2014	Blastocystis_sp._subtype_1	2776	0.9768086205	Decontaminated	TP	INDIV65
INDIV95_HUKAMAKO_1599_Wet2014	Blastocystis_sp._subtype_2	4931	0.9619292033	Decontaminated	TP	INDIV95
INDIV197_HUKAMAKO_1602_Wet2014	Blastocystis_sp._subtype_2	1181	0.9870456796	Decontaminated	TP	INDIV197
INDIV93_HUKAMAKO_1598_Wet2014	Blastocystis_sp._subtype_1	1952	0.9786707583	Decontaminated	TP	INDIV93
INDIV193_HUKAMAKO_1603_Wet2014	Blastocystis_sp._subtype_2	4080	0.9660079564	Decontaminated	TP	INDIV193
INDIV70_SENGELI_1128_Dry2013	Blastocystis_sp._subtype_1	137651	0.9328969495	Decontaminated	TP	INDIV70
INDIV188_SENGELI_1586_Wet2014	Blastocystis_sp._subtype_1	28446	0.9196150908	Decontaminated	TP	INDIV188
INDIV162_HUKAMAKO_1619_Wet2014	Blastocystis_sp._subtype_2	35588	0.9618010139	Decontaminated	TP	INDIV162
INDIV181_SENGELI_1581_Wet2014	Blastocystis_sp._subtype_1	19919	0.9050835915	Decontaminated	TP	INDIV181
INDIV196_HUKAMAKO_1621_Wet2014	Blastocystis_sp._subtype_1	18274	0.9123947256	Decontaminated	TP	INDIV196
INDIV58_SENGELI_1579_Wet2014	Blastocystis_sp._subtype_1	36945	0.9206416041	Decontaminated	TP	INDIV58
INDIV57_SENGELI_1578_Wet2014	Blastocystis_sp._subtype_1	26639	0.9170299896	Decontaminated	TP	INDIV57
INDIV199_SENGELI_1577_Wet2014	Blastocystis_sp._subtype_3	27942	0.9466609841	Decontaminated	TP	INDIV199
INDIV88_SENGELI_1576_Wet2014	Blastocystis_sp._subtype_3	39919	0.9717343077	Decontaminated	TP	INDIV88
INDIV187_HUKAMAKO_1627_Wet2014	Blastocystis_sp._subtype_1	1807	0.9842555622	Decontaminated	TP	INDIV187
INDIV86_SENGELI_1160_Dry2013	Blastocystis_sp._subtype_1	14567	0.9219273328	Decontaminated	TP	INDIV86
INDIV33_ONOWAS_1054_Dry2013	Blastocystis_sp._subtype_1	16084	0.9167779408	Decontaminated	TP	INDIV33
INDIV34_ONOWAS_1056_Dry2013	Blastocystis_sp._subtype_1	29683	0.9220656963	Decontaminated	TP	INDIV34
INDIV80_SENGELI_1148_Dry2013	Blastocystis_sp._subtype_1	15372	0.9191136215	Decontaminated	TP	INDIV80
INDIV36_ONOWAS_1060_Dry2013	Blastocystis_sp._subtype_1	15624	0.9193621258	Decontaminated	TP	INDIV36
INDIV82_SENGELI_1152_Dry2013	Blastocystis_sp._subtype_3	4495	0.9527100551	Decontaminated	TP	INDIV82
INDIV180_SENGELI_1575_Wet2014	Blastocystis_sp._subtype_2	7142	0.9435232442	Decontaminated	TP	INDIV180
INDIV162_HUKAMAKO_1633_Wet2014	Blastocystis_sp._subtype_2	15206	0.9342534606	Decontaminated	TP	INDIV162
INDIV158_HUKAMAKO_1567_Wet2014	Blastocystis_sp._subtype_2	1310	0.9802216235	Decontaminated	TP	INDIV158
INDIV93_HUKAMAKO_1628_Wet2014	Blastocystis_sp._subtype_2	51048	0.9701878033	Decontaminated	TP	INDIV93
INDIV186_HUKAMAKO_1629_Wet2014	Blastocystis_sp._subtype_1	1170	0.9912155102	Decontaminated	TP	INDIV186
INDIV95_HUKAMAKO_1630_Wet2014	Blastocystis_sp._subtype_1	20318	0.9044465736	Decontaminated	TP	INDIV95
INDIV194_JEFF_CAMP_1572_Wet2014	Blastocystis_sp._subtype_2	24680	0.9513641065	Decontaminated	TP	INDIV194
INDIV192_HUKAMAKO_1631_Wet2014	Blastocystis_sp._subtype_3	2829	0.9783082415	Decontaminated	TP	INDIV192
INDIV57_SENGELI_1102_Dry2013	Blastocystis_sp._subtype_3	2932	0.9770162617	Decontaminated	TP	INDIV57
INDIV53_SENGELI_1094_Dry2013	Blastocystis_sp._subtype_2	473148	0.9856040123	Decontaminated	TP	INDIV53
INDIV54_SENGELI_1096_Dry2013	Blastocystis_sp._subtype_2	38449	0.9666312098	Decontaminated	TP	INDIV54
INDIV162_HUKAMAKO_1558_Wet2014	Blastocystis_sp._subtype_2	25216	0.9534364097	Decontaminated	TP	INDIV162
INDIV191_SENGELI_1555_Wet2014	Blastocystis_sp._subtype_2	8053	0.9257393152	Decontaminated	TP	INDIV191
SAMPLE1640_SENGELI_1640_Dry2014	Blastocystis_sp._subtype_2	5068	0.9590126457	Decontaminated	TP	SAMPLE1640
