Dataset	sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	A. palestinensis	1594	0.9469363414	Raw	TP
Iceman	Iceman	A. palestinensis	2059	0.8952158811	Raw	TP
Dogs	Solarolo	A. palestinensis	3304	0.8333469662	Raw	TP
Human	Zape3	A. alternata	1975	0.989325759	Decontaminated	TP
Human	Zape3	A. alternata	1976	0.989115086	Raw	TP
Human	BRS4	A. alternata	1081	0.9856709562	Decontaminated	TP
Human	BRS4	A. alternata	1096	0.9816788767	Raw	TP
Human	Zape_29	A. caninum	5200	0.9957721974	Raw	TP
Human	Zape_29	A. caninum	5201	0.9957225616	Decontaminated	TP
Dogs	Zape2	A. caninum	14436	0.9925556148	Raw	TP
Dogs	Zape2	A. caninum	14442	0.9924962455	Decontaminated	TP
Madagascar	SRR7658674	A. ceylanicum	3233	0.9972972219	Decontaminated	TP
Madagascar	SRR7658674	A. ceylanicum	3234	0.9971390332	Raw	TP
Iceman	Iceman	A. simplex	3396	0.1877539859	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	A. simplex	2751	0.1732915659	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	A. simplex	2811	0.1637607384	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	A. simplex	1772	0.1630147471	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	A. simplex	2664	0.1610061159	Raw	FP
Iceman	Iceman_Stomach_corpus_content_I_1054	A. simplex	2795	0.1551953087	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	A. simplex	2804	0.1545424893	Raw	FP
Iceman	Iceman_Stomach_corpus_surface_1054	A. simplex	2498	0.151828637	Raw	FP
Iceman	Iceman_Small_intestine_1063	A. simplex	2457	0.1513132182	Raw	FP
Iceman	Iceman_Stomach_antrum_content_1051	A. simplex	2644	0.151254167	Raw	FP
Iceman	Iceman_Stomach_antrum_surface_1051	A. simplex	2909	0.1503051679	Raw	FP
Madagascar	SRR7658639	A. simplex	1050	0.1093900172	Raw	FP
Human	RGA001	A. lumbricoides	1410	0.9587011363	Decontaminated	TP
Human	RGA001	A. lumbricoides	1410	0.9587011363	Raw	TP
Pigs	2002-17	A. suum	2451	0.997436063	Decontaminated	TP
Pigs	2003-17	A. suum	3628	0.9810315189	Decontaminated	TP
Human	MAM001	A. suum	43688	0.978423188	Raw	TP
Human	MAM001	A. suum	43706	0.9783909546	Decontaminated	TP
Pigs	2014-17	A. suum	1640	0.9752313256	Decontaminated	TP
Hallstatt	HS2612	A. suum	5978	0.952078928	Decontaminated	TP
Hallstatt	HS2612	A. suum	5978	0.952078928	Raw	TP
Pigs	2002-17	A. suum	2449	0.9440991696	Raw	TP
Hallstatt	HS2604	A. suum	34303	0.9335285118	Raw	TP
Hallstatt	HS2604	A. suum	34317	0.9334756825	Decontaminated	TP
Pigs	2003-17	A. suum	3626	0.9189901592	Raw	TP
Pigs	2014-17	A. suum	1638	0.910527771	Raw	TP
Dogs	cop_JBG29	A. campestris	1019	0.9858325212	Raw	TP
Dogs	cop_JBG29	A. campestris	1034	0.9809196305	Decontaminated	TP
Dogs	YRK001	A. campestris	7347	0.9596711471	Raw	TP
Dogs	YRK001	A. campestris	7406	0.9573177356	Decontaminated	TP
Human	BRS4	A. cristatus	7556	0.6943989302	Decontaminated	FP
Human	BRS2	A. cristatus	5361	0.6909672408	Decontaminated	FP
Human	Zape5	A. cristatus	1416	0.6850538269	Raw	FP
Human	Coprolite_19	A. cristatus	1154	0.6738620649	Raw	FP
Human	BRS3	A. cristatus	2586	0.6386976129	Decontaminated	FP
Human	BRS2	A. cristatus	7162	0.6335535737	Raw	FP
Human	BRS4	A. cristatus	10048	0.6324155979	Raw	FP
Human	Zape28	A. cristatus	6220	0.6090637644	Decontaminated	FP
Human	BRS3	A. cristatus	3495	0.6012183712	Raw	FP
Human	Coprolite_16	A. cristatus	1627	0.5839028354	Decontaminated	FP
Human	Coprolite_14	A. cristatus	2425	0.5834187259	Decontaminated	FP
Human	Zape28	A. cristatus	7984	0.5790476687	Raw	FP
Human	Coprolite_16	A. cristatus	2058	0.576081967	Raw	FP
Human	Coprolite_14	A. cristatus	3100	0.5706726671	Raw	FP
Dogs	Zape2	A. cristatus	1957	0.5528859143	Decontaminated	FP
Dogs	Zape2	A. cristatus	2669	0.5441109652	Raw	FP
Iceman	Iceman	A. fumigatus	48486	0.9633000798	Decontaminated	TP
Iceman	Iceman	A. fumigatus	48588	0.9626242739	Raw	TP
Human	Zape2	A. glaucus	6195	0.8299789292	Raw	TP
Human	Zape2	A. glaucus	6204	0.8298984625	Decontaminated	TP
Human	Zape3	A. glaucus	24113	0.6468542864	Decontaminated	FP
Human	Zape3	A. glaucus	24104	0.6468382439	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	A. nidulans	1671	0.9902446108	Decontaminated	TP
Iceman	Iceman_Stomach_corpus_content_II_1054	A. nidulans	1674	0.9897010584	Raw	TP
Iceman	Iceman_Large_intestine_lower_part_225	A. nidulans	2308	0.9886896315	Decontaminated	TP
Iceman	Iceman_Large_intestine_lower_part_225	A. nidulans	2315	0.9880515141	Raw	TP
Dogs	Solarolo	B. ovata	3678	0.3533926497	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	B. ovata	1011	0.3154474638	Raw	FP
Iceman	Iceman	B. ovata	3592	0.2775361362	Raw	FP
Pigs	9021-17	B. ailuri	1059	0.8020359227	Decontaminated	TP
Madagascar	SRR7658613	B. ailuri	1223	0.7178354428	Raw	FP
Human	Zape_23	B. ailuri	5485	0.6454648481	Raw	FP
Dogs	cop_JBG16	B. ailuri	2845	0.64428858	Raw	FP
Madagascar	SRR7658690	B. ailuri	1480	0.6364092965	Raw	FP
Madagascar	SRR7658629	B. ailuri	1258	0.6338410422	Raw	FP
Madagascar	SRR7658681	B. ailuri	9199	0.6190528042	Raw	FP
Pigs	6006-17	B. ailuri	1470	0.617966511	Decontaminated	FP
Madagascar	SRR7658677	B. ailuri	14676	0.6100031924	Raw	FP
Madagascar	SRR7658652	B. ailuri	6021	0.6074474456	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	B. ailuri	1128	0.6069705727	Raw	FP
Human	Zape_27	B. ailuri	2777	0.5992909271	Raw	FP
Madagascar	SRR7658592	B. ailuri	2000	0.5981153079	Raw	FP
Human	Coprolite_19	B. ailuri	7715	0.5967802394	Raw	FP
Madagascar	SRR7658622	B. ailuri	2327	0.5946678117	Raw	FP
Human	Zape_29	B. ailuri	14934	0.5943724235	Raw	FP
Madagascar	SRR7658588	B. ailuri	8921	0.5939131809	Raw	FP
Madagascar	SRR7658620	B. ailuri	1664	0.5927067528	Raw	FP
Human	UT43	B. ailuri	4107	0.5918671048	Raw	FP
Madagascar	SRR7658626	B. ailuri	1405	0.5902253584	Raw	FP
Madagascar	SRR7658619	B. ailuri	6400	0.5880842417	Raw	FP
Pigs	9021-17	B. ailuri	19574	0.5814543631	Raw	FP
Dogs	Solarolo	B. ailuri	8378	0.5813490905	Raw	FP
Dogs	cop_JBG29	B. ailuri	1434	0.5813397736	Raw	FP
Madagascar	SRR7658595	B. ailuri	7109	0.5804932562	Raw	FP
Madagascar	SRR7658589	B. ailuri	2407	0.5804297241	Raw	FP
Madagascar	SRR7658673	B. ailuri	7977	0.5750205774	Raw	FP
Madagascar	SRR7658685	B. ailuri	1618	0.5710554757	Raw	FP
Madagascar	SRR7658636	B. ailuri	3447	0.570484827	Raw	FP
Dogs	YRK001	B. ailuri	10652	0.5675612636	Raw	FP
Madagascar	SRR7658655	B. ailuri	6132	0.5672363374	Raw	FP
Madagascar	SRR7658689	B. ailuri	1874	0.5647079725	Raw	FP
Dogs	cop_JBG10	B. ailuri	1019	0.5641112761	Raw	FP
Madagascar	SRR7658631	B. ailuri	3292	0.5627015441	Raw	FP
Madagascar	SRR7658638	B. ailuri	4186	0.5612232248	Raw	FP
Madagascar	SRR7658683	B. ailuri	2623	0.5539654562	Raw	FP
Madagascar	SRR7658684	B. ailuri	1866	0.5534062289	Raw	FP
Madagascar	SRR7658679	B. ailuri	3820	0.5532892305	Raw	FP
Madagascar	SRR7658616	B. ailuri	1047	0.5523023281	Raw	FP
Madagascar	SRR7658644	B. ailuri	6849	0.5506701078	Raw	FP
Madagascar	SRR7658648	B. ailuri	6890	0.5505296123	Raw	FP
Madagascar	SRR7658668	B. ailuri	9112	0.5447757456	Raw	FP
Dogs	Zape2	B. ailuri	79959	0.5426583912	Raw	FP
Human	Zape3	B. ailuri	11648	0.5414141832	Raw	FP
Human	Zape_31	B. ailuri	7322	0.5413739843	Raw	FP
Madagascar	SRR7658654	B. ailuri	6662	0.5410015488	Raw	FP
Madagascar	SRR7658633	B. ailuri	2885	0.5400931974	Raw	FP
Madagascar	SRR7658651	B. ailuri	1434	0.5367912555	Raw	FP
Madagascar	SRR7658646	B. ailuri	9639	0.5366723319	Raw	FP
Madagascar	SRR7658623	B. ailuri	3333	0.5341528095	Raw	FP
Madagascar	SRR7658674	B. ailuri	2947	0.5321805099	Raw	FP
Human	BRS2	B. ailuri	1793	0.5316922655	Raw	FP
Madagascar	SRR7658660	B. ailuri	3921	0.5308736601	Raw	FP
Madagascar	SRR7658581	B. ailuri	4908	0.5304710473	Raw	FP
Madagascar	SRR7658582	B. ailuri	3893	0.5303379492	Raw	FP
Human	Zape_25	B. ailuri	5469	0.5289713488	Raw	FP
Madagascar	SRR7658579	B. ailuri	18831	0.5272598665	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	B. ailuri	11504	0.5267036193	Raw	FP
Madagascar	SRR7658675	B. ailuri	7364	0.5237062052	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	B. ailuri	12521	0.5217116903	Raw	FP
Human	Coprolite_14	B. ailuri	20174	0.5178415988	Raw	FP
Madagascar	SRR7658585	B. ailuri	8161	0.5158969108	Raw	FP
Pigs	3202-17	B. ailuri	1065	0.5143702477	Decontaminated	FP
Madagascar	SRR7658621	B. ailuri	7288	0.5138242885	Raw	FP
Human	Coprolite_16	B. ailuri	15701	0.5127036436	Raw	FP
Hallstatt	HS2612	B. ailuri	11965	0.5122162245	Raw	FP
Human	Zape2	B. ailuri	47632	0.5105436941	Raw	FP
Madagascar	SRR7658639	B. ailuri	3240	0.5069006877	Raw	FP
Madagascar	SRR7658657	B. ailuri	61268	0.5054563408	Raw	FP
Human	Zape1	B. ailuri	21269	0.504230896	Raw	FP
Dogs	cop_ESL166	B. ailuri	2560	0.5021159108	Raw	FP
Human	RGA001	B. ailuri	1070	0.5015381927	Raw	FP
Human	Zape28	B. ailuri	20998	0.4967787875	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	B. ailuri	10010	0.4927287831	Raw	FP
Iceman	Iceman	B. ailuri	44493	0.4926921879	Raw	FP
Madagascar	SRR7658596	B. ailuri	2145	0.4924523862	Raw	FP
Human	Zape5	B. ailuri	22491	0.4900540979	Raw	FP
Madagascar	SRR7658658	B. ailuri	13647	0.489574729	Raw	FP
Madagascar	SRR7658637	B. ailuri	9724	0.4894259074	Raw	FP
Madagascar	SRR7658678	B. ailuri	4612	0.4845948907	Raw	FP
Madagascar	SRR7658628	B. ailuri	7965	0.4840252389	Raw	FP
Madagascar	SRR7658615	B. ailuri	1664	0.4838621281	Raw	FP
Madagascar	SRR7658606	B. ailuri	8061	0.4819757436	Raw	FP
Madagascar	SRR7658653	B. ailuri	6487	0.4809638697	Raw	FP
Pigs	1039-17	B. ailuri	4773	0.4773450049	Raw	FP
Pigs	8034-17	B. ailuri	3660	0.4760494738	Raw	FP
Hallstatt	HS2604	B. ailuri	6403	0.4757076565	Raw	FP
Pigs	7012-17	B. ailuri	17544	0.4718272233	Raw	FP
Pigs	6021-17	B. ailuri	5111	0.4704366424	Raw	FP
Human	UT30	B. ailuri	22139	0.4696310876	Raw	FP
Hallstatt	HS2611	B. ailuri	16280	0.4683770035	Raw	FP
Madagascar	SRR7658587	B. ailuri	3824	0.4663916658	Raw	FP
Madagascar	SRR7658586	B. ailuri	14136	0.4648598498	Raw	FP
Pigs	3203-17	B. ailuri	3349	0.460436116	Raw	FP
Pigs	1033-17	B. ailuri	6118	0.455016475	Raw	FP
Pigs	8020-17	B. ailuri	8198	0.4532145048	Raw	FP
Pigs	8006-17	B. ailuri	8512	0.4490047194	Raw	FP
Madagascar	SRR7658667	B. ailuri	6805	0.4477183515	Raw	FP
Human	BRS4	B. ailuri	6470	0.4463651038	Raw	FP
Pigs	6004-17	B. ailuri	8396	0.44633094	Raw	FP
Madagascar	SRR7658649	B. ailuri	10156	0.4416484528	Raw	FP
Pigs	7003-17	B. ailuri	20311	0.4384207375	Raw	FP
Pigs	1015-17	B. ailuri	9222	0.4361834819	Raw	FP
Pigs	1043-17	B. ailuri	4434	0.4341415201	Raw	FP
Pigs	3217-17	B. ailuri	5563	0.4324784973	Raw	FP
Pigs	9030-17	B. ailuri	1021	0.429354068	Decontaminated	FP
Pigs	6010-17	B. ailuri	16027	0.4282137968	Raw	FP
Pigs	3218-17	B. ailuri	5175	0.4281157215	Raw	FP
Pigs	3215-17	B. ailuri	3115	0.4279106231	Raw	FP
Pigs	6022-17	B. ailuri	8402	0.4227606735	Raw	FP
Madagascar	SRR7658662	B. ailuri	16830	0.4130727229	Raw	FP
Pigs	2008-17	B. ailuri	5907	0.4124028996	Raw	FP
Madagascar	SRR7658624	B. ailuri	16194	0.4097103266	Raw	FP
Madagascar	SRR7658672	B. ailuri	5203	0.407061761	Raw	FP
Madagascar	SRR7658617	B. ailuri	5501	0.4063662633	Raw	FP
Madagascar	SRR7658656	B. ailuri	6161	0.403157641	Raw	FP
Hallstatt	HS2610	B. ailuri	8122	0.3988118371	Raw	FP
Pigs	6007-17	B. ailuri	9810	0.3971535547	Raw	FP
Madagascar	SRR7658594	B. ailuri	4007	0.3964570214	Raw	FP
Pigs	5004-17	B. ailuri	10678	0.3922253928	Raw	FP
Madagascar	SRR7658634	B. ailuri	2280	0.3894244444	Raw	FP
Pigs	6008-17	B. ailuri	10953	0.3859067605	Raw	FP
Pigs	6016-17	B. ailuri	19737	0.3767588795	Raw	FP
Iceman	Iceman	B. ailuri	3760	0.3574508421	Decontaminated	FP
Madagascar	SRR7658650	B. ailuri	8123	0.3345355395	Raw	FP
Dogs	Zape2	B. ailuri	1579	0.3323278151	Decontaminated	FP
Pigs	3213-17	B. schroederi	1182	0.8177355578	Raw	TP
Pigs	3211-17	B. schroederi	1117	0.8175680362	Raw	TP
Pigs	3214-17	B. schroederi	1175	0.8160235127	Raw	TP
Pigs	3209-17	B. schroederi	1304	0.807386398	Raw	TP
Pigs	1019-17	B. schroederi	1302	0.8062594014	Raw	TP
Pigs	6005-17	B. schroederi	1490	0.8060791015	Raw	TP
Pigs	3219-17	B. schroederi	1448	0.8046840963	Raw	TP
Pigs	6020-17	B. schroederi	1498	0.803796964	Raw	TP
Pigs	6009-17	B. schroederi	1490	0.8024054052	Raw	TP
Pigs	6014-17	B. schroederi	1500	0.7969463797	Raw	FP
Pigs	6015-17	B. schroederi	1585	0.7948014103	Raw	FP
Pigs	8024-17	B. schroederi	1638	0.7920867317	Raw	FP
Madagascar	SRR7658608	B. schroederi	1295	0.7901326302	Raw	FP
Madagascar	SRR7658686	B. schroederi	1683	0.7841525985	Raw	FP
Pigs	3212-17	B. schroederi	1872	0.7830790968	Raw	FP
Pigs	8012-17	B. schroederi	1755	0.7820235331	Raw	FP
Pigs	1027-17	B. schroederi	1824	0.7816563353	Raw	FP
Pigs	3220-17	B. schroederi	1932	0.7810480814	Raw	FP
Pigs	8030-17	B. schroederi	1953	0.7788437265	Raw	FP
Pigs	3216-17	B. schroederi	2126	0.7746049446	Raw	FP
Pigs	5008-17	B. schroederi	2031	0.7730174605	Raw	FP
Pigs	6013-17	B. schroederi	2143	0.7725243132	Raw	FP
Pigs	8028-17	B. schroederi	2189	0.7684568541	Raw	FP
Madagascar	SRR7658580	B. schroederi	1273	0.7677570412	Raw	FP
Madagascar	SRR7658643	B. schroederi	2801	0.7451351703	Raw	FP
Pigs	6011-17	B. schroederi	3260	0.7404041504	Raw	FP
Pigs	2020-17	B. schroederi	5188	0.7376151931	Raw	FP
Pigs	8010-17	B. schroederi	3585	0.7338166181	Raw	FP
Pigs	5019-17	B. schroederi	4024	0.7241396896	Raw	FP
Pigs	3205-17	B. schroederi	4104	0.7185688325	Raw	FP
Pigs	2014-17	B. schroederi	4420	0.7182260302	Raw	FP
Madagascar	SRR7658632	B. schroederi	4667	0.7157331408	Raw	FP
Pigs	1029-17	B. schroederi	4446	0.7144427652	Raw	FP
Pigs	9018-17	B. schroederi	4957	0.7085137826	Raw	FP
Pigs	8016-17	B. schroederi	5060	0.7051792855	Raw	FP
Pigs	8026-17	B. schroederi	5590	0.699532816	Raw	FP
Pigs	3204-17	B. schroederi	5859	0.6912101535	Raw	FP
Pigs	6018-17	B. schroederi	6149	0.6909491385	Raw	FP
Pigs	3201-17	B. schroederi	7043	0.6809313145	Raw	FP
Madagascar	SRR7658584	B. schroederi	8147	0.675128882	Raw	FP
Pigs	9030-17	B. schroederi	14475	0.6712997951	Raw	FP
Pigs	1031-17	B. schroederi	8254	0.6685688904	Raw	FP
Pigs	1005-17	B. schroederi	8527	0.6676225479	Raw	FP
Madagascar	SRR7658642	B. schroederi	9053	0.6666365792	Raw	FP
Pigs	9020-17	B. schroederi	8832	0.6648144821	Raw	FP
Madagascar	SRR7658669	B. schroederi	9013	0.6616832695	Raw	FP
Pigs	5036-17	B. schroederi	9616	0.6608199012	Raw	FP
Madagascar	SRR7658666	B. schroederi	9199	0.6607298475	Raw	FP
Pigs	9022-17	B. schroederi	9606	0.6586630521	Raw	FP
Madagascar	SRR7658604	B. schroederi	10741	0.6584407278	Raw	FP
Pigs	5026-17	B. schroederi	9844	0.657088106	Raw	FP
Pigs	9002-17	B. schroederi	10085	0.6570454816	Raw	FP
Pigs	9028-17	B. schroederi	15272	0.6516683209	Raw	FP
Pigs	8014-17	B. schroederi	11077	0.6510180145	Raw	FP
Pigs	7013-17	B. schroederi	11577	0.6497420287	Raw	FP
Pigs	3206-17	B. schroederi	12045	0.644908363	Raw	FP
Pigs	9003-17	B. schroederi	12509	0.6434184168	Raw	FP
Pigs	9027-17	B. schroederi	18369	0.6433482134	Raw	FP
Pigs	2011-17	B. schroederi	13678	0.6364307568	Raw	FP
Madagascar	SRR7658661	B. schroederi	8892	0.6351569659	Raw	FP
Pigs	9014-17	B. schroederi	14650	0.6327422627	Raw	FP
Pigs	5041-17	B. schroederi	15583	0.6298182356	Raw	FP
Pigs	8038-17	B. schroederi	16138	0.6263922587	Raw	FP
Pigs	8036-17	B. schroederi	18315	0.6196997681	Raw	FP
Madagascar	SRR7658665	B. schroederi	20130	0.6149587611	Raw	FP
Pigs	9006-17	B. schroederi	21558	0.609567698	Raw	FP
Pigs	7015-17	B. schroederi	20895	0.6081140458	Raw	FP
Pigs	9029-17	B. schroederi	28925	0.6079733227	Raw	FP
Pigs	5040-17	B. schroederi	23027	0.6050451017	Raw	FP
Pigs	5035-17	B. schroederi	23861	0.6027232005	Raw	FP
Pigs	7007-17	B. schroederi	24990	0.5988524308	Raw	FP
Pigs	8040-17	B. schroederi	25980	0.5982296603	Raw	FP
Pigs	4034-17	B. schroederi	26038	0.5976753178	Raw	FP
Pigs	9013-17	B. schroederi	29834	0.5960237329	Raw	FP
Pigs	1037-17	B. schroederi	26885	0.5960065619	Raw	FP
Pigs	9024-17	B. schroederi	28109	0.5952891776	Raw	FP
Pigs	5031-17	B. schroederi	31259	0.5886480304	Raw	FP
Pigs	2017-17	B. schroederi	30233	0.5878171779	Raw	FP
Pigs	7006-17	B. schroederi	30407	0.587811491	Raw	FP
Pigs	4025-17	B. schroederi	16641	0.5858279235	Raw	FP
Pigs	5015-17	B. schroederi	34510	0.5819274821	Raw	FP
Pigs	1001-17	B. schroederi	35762	0.5818812153	Raw	FP
Madagascar	SRR7658664	B. schroederi	41361	0.5787885552	Raw	FP
Pigs	5032-17	B. schroederi	36561	0.5783008017	Raw	FP
Pigs	9023-17	B. schroederi	36085	0.5782485107	Raw	FP
Pigs	8022-17	B. schroederi	38450	0.5761341088	Raw	FP
Pigs	5011-17	B. schroederi	40155	0.572620038	Raw	FP
Pigs	2013-17	B. schroederi	40368	0.5715269508	Raw	FP
Pigs	1007-17	B. schroederi	42226	0.5708398279	Raw	FP
Pigs	6019-17	B. schroederi	41804	0.5707890326	Raw	FP
Pigs	5037-17	B. schroederi	45037	0.5680911275	Raw	FP
Pigs	8032-17	B. schroederi	45997	0.5676998764	Raw	FP
Pigs	6006-17	B. schroederi	48330	0.5650790819	Raw	FP
Pigs	2002-17	B. schroederi	45099	0.564921822	Raw	FP
Pigs	5007-17	B. schroederi	46496	0.5647897351	Raw	FP
Pigs	2012-17	B. schroederi	47217	0.5635854998	Raw	FP
Pigs	5025-17	B. schroederi	49834	0.5615516878	Raw	FP
Pigs	4035-17	B. schroederi	51072	0.5608029138	Raw	FP
Pigs	4039-17	B. schroederi	53191	0.558492267	Raw	FP
Pigs	4026-17	B. schroederi	56493	0.556559087	Raw	FP
Pigs	9012-17	B. schroederi	57283	0.5555735912	Raw	FP
Pigs	4002-17	B. schroederi	58086	0.5546262235	Raw	FP
Pigs	4029-17	B. schroederi	57946	0.5534688621	Raw	FP
Pigs	1023-17	B. schroederi	60178	0.5522616882	Raw	FP
Pigs	8018-17	B. schroederi	64587	0.5513054622	Raw	FP
Pigs	7010-17	B. schroederi	61265	0.5510237302	Raw	FP
Pigs	7014-17	B. schroederi	63160	0.5498633717	Raw	FP
Pigs	4031-17	B. schroederi	63680	0.5498293698	Raw	FP
Pigs	2001-17	B. schroederi	60138	0.5497151548	Raw	FP
Pigs	4007-17	B. schroederi	64407	0.5490948779	Raw	FP
Pigs	2018-17	B. schroederi	64967	0.5479603354	Raw	FP
Pigs	4038-17	B. schroederi	65727	0.5478323968	Raw	FP
Pigs	7016-17	B. schroederi	67068	0.5470833699	Raw	FP
Pigs	1041-17	B. schroederi	67563	0.5469793451	Raw	FP
Pigs	3210-17	B. schroederi	66639	0.5467298621	Raw	FP
Pigs	5028-17	B. schroederi	68060	0.5460119251	Raw	FP
Pigs	7020-17	B. schroederi	67726	0.5456278399	Raw	FP
Pigs	8004-17	B. schroederi	76067	0.5454973991	Raw	FP
Pigs	9019-17	B. schroederi	71897	0.5448464686	Raw	FP
Pigs	1035-17	B. schroederi	70146	0.5445529816	Raw	FP
Pigs	4036-17	B. schroederi	71145	0.5444293728	Raw	FP
Pigs	9017-17	B. schroederi	74326	0.5443525271	Raw	FP
Pigs	5001-17	B. schroederi	78314	0.5415134537	Raw	FP
Pigs	4030-17	B. schroederi	76980	0.5405262801	Raw	FP
Pigs	4024-17	B. schroederi	79631	0.5400270968	Raw	FP
Pigs	4001-17	B. schroederi	84799	0.5373420774	Raw	FP
Pigs	4033-17	B. schroederi	85076	0.5361291725	Raw	FP
Pigs	2019-17	B. schroederi	86822	0.5343037507	Raw	FP
Pigs	4032-17	B. schroederi	88003	0.5339694302	Raw	FP
Pigs	1003-17	B. schroederi	89280	0.5336474248	Raw	FP
Pigs	5012-17	B. schroederi	88359	0.5335618225	Raw	FP
Pigs	9015-17	B. schroederi	94136	0.5313099951	Raw	FP
Pigs	4037-17	B. schroederi	97789	0.5293505134	Raw	FP
Pigs	1021-17	B. schroederi	96916	0.5293126862	Raw	FP
Pigs	7018-17	B. schroederi	101364	0.5288548552	Raw	FP
Pigs	4028-17	B. schroederi	99169	0.5286978474	Raw	FP
Pigs	7019-17	B. schroederi	104106	0.5282656889	Raw	FP
Pigs	1017-17	B. schroederi	103105	0.5271023709	Raw	FP
Pigs	7002-17	B. schroederi	106780	0.526911417	Raw	FP
Pigs	3202-17	B. schroederi	104303	0.5253068851	Raw	FP
Pigs	5029-17	B. schroederi	111715	0.5231839795	Raw	FP
Pigs	9016-17	B. schroederi	116999	0.5220115147	Raw	FP
Pigs	5027-17	B. schroederi	126718	0.518066193	Raw	FP
Pigs	4014-17	B. schroederi	131492	0.5154751158	Raw	FP
Pigs	1025-17	B. schroederi	138457	0.5149353933	Raw	FP
Pigs	7017-17	B. schroederi	136101	0.5144437029	Raw	FP
Pigs	7004-17	B. schroederi	140424	0.5132646301	Raw	FP
Pigs	7009-17	B. schroederi	143128	0.5122799698	Raw	FP
Pigs	1011-17	B. schroederi	156272	0.5094343019	Raw	FP
Pigs	9001-17	B. schroederi	155574	0.5093708275	Raw	FP
Pigs	2015-17	B. schroederi	160673	0.5080617013	Raw	FP
Pigs	6001-17	B. schroederi	173835	0.5047665132	Raw	FP
Pigs	8002-17	B. schroederi	185624	0.5022000861	Raw	FP
Pigs	7011-17	B. schroederi	184533	0.5019100381	Raw	FP
Pigs	2007-17	B. schroederi	192782	0.4999535568	Raw	FP
Pigs	4023-17	B. schroederi	255291	0.4971461693	Raw	FP
Pigs	6017-17	B. schroederi	205879	0.4971132833	Raw	FP
Pigs	2010-17	B. schroederi	673972	0.4953239318	Raw	FP
Pigs	8008-17	B. schroederi	299090	0.4948409462	Raw	FP
Pigs	7008-17	B. schroederi	341080	0.4945959927	Raw	FP
Pigs	6012-17	B. schroederi	257961	0.4941123637	Raw	FP
Pigs	7001-17	B. schroederi	222183	0.494090145	Raw	FP
Pigs	2009-17	B. schroederi	531802	0.4937421732	Raw	FP
Pigs	2004-17	B. schroederi	687276	0.4936866805	Raw	FP
Pigs	2005-17	B. schroederi	279568	0.4935644573	Raw	FP
Pigs	7005-17	B. schroederi	245815	0.4930044626	Raw	FP
Pigs	2006-17	B. schroederi	459967	0.4924444362	Raw	FP
Pigs	2003-17	B. schroederi	219432	0.4917244386	Raw	FP
Pigs	9002-17	Blastocystis_sp._subtype_1	1276	0.9969043046	Decontaminated	TP
Pigs	9019-17	Blastocystis_sp._subtype_1	1779	0.9968369346	Decontaminated	TP
Pigs	9017-17	Blastocystis_sp._subtype_1	2464	0.9968301267	Decontaminated	TP
Pigs	9012-17	Blastocystis_sp._subtype_1	2675	0.9960759523	Decontaminated	TP
Pigs	4030-17	Blastocystis_sp._subtype_1	2824	0.9955669908	Decontaminated	TP
Pigs	9001-17	Blastocystis_sp._subtype_1	1265	0.9955227251	Decontaminated	TP
Pigs	4034-17	Blastocystis_sp._subtype_1	2393	0.9951793881	Decontaminated	TP
Pigs	4032-17	Blastocystis_sp._subtype_1	2359	0.9950613459	Decontaminated	TP
Pigs	7014-17	Blastocystis_sp._subtype_1	1666	0.994662803	Decontaminated	TP
Pigs	6008-17	Blastocystis_sp._subtype_1	1143	0.994572563	Decontaminated	TP
Pigs	4031-17	Blastocystis_sp._subtype_1	1534	0.9944236281	Decontaminated	TP
Pigs	6001-17	Blastocystis_sp._subtype_1	2664	0.9941789152	Decontaminated	TP
Pigs	9003-17	Blastocystis_sp._subtype_1	2718	0.9940574816	Decontaminated	TP
Pigs	4036-17	Blastocystis_sp._subtype_1	5347	0.9940421421	Decontaminated	TP
Pigs	5011-17	Blastocystis_sp._subtype_1	3538	0.9936329988	Decontaminated	TP
Pigs	4035-17	Blastocystis_sp._subtype_1	4054	0.9935399281	Decontaminated	TP
Pigs	4038-17	Blastocystis_sp._subtype_1	3559	0.9934800702	Decontaminated	TP
Pigs	5031-17	Blastocystis_sp._subtype_1	3905	0.9931848177	Decontaminated	TP
Pigs	4007-17	Blastocystis_sp._subtype_1	2772	0.9928821344	Decontaminated	TP
Pigs	5025-17	Blastocystis_sp._subtype_1	2190	0.9923220859	Decontaminated	TP
