div	top_tax_name	contamination
prok:b-proteobacteria	Paraburkholderia polaris	513
prok:b-proteobacteria	Paraburkholderia rhizosphaerae	1319
prok:b-proteobacteria	Paraburkholderia sartisoli	2054
prok:b-proteobacteria	Paraburkholderia silvatlantica	336599
prok:b-proteobacteria	Paraburkholderia sp.	475
prok:b-proteobacteria	Paraburkholderia unamae	65501
prok:b-proteobacteria	Paraburkholderia xenovorans	4309
prok:b-proteobacteria	Paracandidimonas soli	12350
prok:b-proteobacteria	Paracoccus salsus	2775
prok:b-proteobacteria	Paralcaligenes ureilyticus	3308
prok:b-proteobacteria	Pararobbsia silviterrae	827
prok:b-proteobacteria	Parasutterella excrementihominis	42542
prok:b-proteobacteria	Parazoarcus communis	14255
prok:b-proteobacteria	Parvibium lacunae	1075
prok:b-proteobacteria	Paucibacter aquatile	11860
prok:b-proteobacteria	Paucibacter sp.	758
prok:b-proteobacteria	Paucibacter toxinivorans	1563
prok:b-proteobacteria	Pelistega suis	2527
prok:b-proteobacteria	Pelomonas aquatica	6047
prok:b-proteobacteria	Pelomonas puraquae	13339
prok:b-proteobacteria	Pelomonas saccharophila	4926
prok:b-proteobacteria	Pelomonas sp.	1708
prok:b-proteobacteria	Pigmentiphaga aceris	2399
prok:b-proteobacteria	Pigmentiphaga litoralis	1553
prok:b-proteobacteria	Pigmentiphaga sp.	4331
prok:b-proteobacteria	Piscinibacter defluvii	18460
prok:b-proteobacteria	Piscinibacter sp.	10689
prok:b-proteobacteria	Polaromonas eurypsychrophila	7287
prok:b-proteobacteria	Polaromonas glacialis	7737
prok:b-proteobacteria	Polaromonas jejuensis	13264
prok:b-proteobacteria	Polaromonas naphthalenivorans	18708
prok:b-proteobacteria	Polaromonas sp.	27379
prok:b-proteobacteria	Polaromonas sp. 17-63-33	3222
prok:b-proteobacteria	Polaromonas sp. UBA4122	8733
prok:b-proteobacteria	Polaromonas sp. YR568	51121
prok:b-proteobacteria	Polynucleobacter difficilis	875
prok:b-proteobacteria	Polynucleobacter victoriensis	2336
prok:b-proteobacteria	Pseudacidovorax intermedius	31221
prok:b-proteobacteria	Pseudacidovorax sp.	51275
prok:b-proteobacteria	Pseudoduganella albidiflava	7539
prok:b-proteobacteria	Pseudoduganella armeniaca	1338
prok:b-proteobacteria	Pseudoduganella dura	2057
prok:b-proteobacteria	Pseudoduganella guangdongensis	1379
prok:b-proteobacteria	Pseudoduganella lutea	847
prok:b-proteobacteria	Pseudoduganella umbonata	2289
prok:b-proteobacteria	Pseudomethylobacillus aquaticus	326
prok:b-proteobacteria	Pseudorhodoferax aquiterrae	81702
prok:b-proteobacteria	Pseudorhodoferax soli	88628
prok:b-proteobacteria	Pseudorivibacter rhizosphaerae	1385
prok:b-proteobacteria	Pseudothauera rhizosphaerae	526
prok:b-proteobacteria	Pulveribacter suum	805
prok:b-proteobacteria	Pusillimonas caeni	497
prok:b-proteobacteria	Pusillimonas minor	10893
prok:b-proteobacteria	Pusillimonas sp. (ex Stolz et al. 2005)	1511
prok:b-proteobacteria	Quisquiliibacterium transsilvanicum	14408
prok:b-proteobacteria	Ralstonia insidiosa	11617
prok:b-proteobacteria	Ralstonia mannitolilytica	2431
prok:b-proteobacteria	Ralstonia pickettii	15390
prok:b-proteobacteria	Ralstonia solanacearum	1550
prok:b-proteobacteria	Ralstonia sp. RL	2143
prok:b-proteobacteria	Ralstonia sp. UBA689	1859
prok:b-proteobacteria	Ralstonia syzygii	1302
prok:b-proteobacteria	Ramlibacter agri	188208
prok:b-proteobacteria	Ramlibacter algicola	1383151
prok:b-proteobacteria	Ramlibacter alkalitolerans	164088
prok:b-proteobacteria	Ramlibacter aquaticus	94677
prok:b-proteobacteria	Ramlibacter ginsenosidimutans	144852
prok:b-proteobacteria	Ramlibacter henchirensis	2251482
prok:b-proteobacteria	Ramlibacter humi	2741275
prok:b-proteobacteria	Ramlibacter lithotrophicus	153522
prok:b-proteobacteria	Ramlibacter monticola	105000
prok:b-proteobacteria	Ramlibacter pinisoli	3310756
prok:b-proteobacteria	Ramlibacter rhizophilus	105409
prok:b-proteobacteria	Ramlibacter sp.	41863
prok:b-proteobacteria	Ramlibacter tataouinensis	922878
prok:b-proteobacteria	Rhizobacter gummiphilus	23576
prok:b-proteobacteria	Rhizobacter sp.	4748
prok:b-proteobacteria	Rhodoferax antarcticus	1028
prok:b-proteobacteria	Rhodoferax aquaticus	1330143
prok:b-proteobacteria	Rhodoferax bucti	422920
prok:b-proteobacteria	Rhodoferax fermentans	4666
prok:b-proteobacteria	Rhodoferax ferrireducens	89497
prok:b-proteobacteria	Rhodoferax koreense	17015
prok:b-proteobacteria	Rhodoferax lacus	8585
prok:b-proteobacteria	Rhodoferax saidenbachensis	12022
prok:b-proteobacteria	Rhodoferax sediminis	35143
prok:b-proteobacteria	Rhodoferax sp.	6636
prok:b-proteobacteria	Rhodoferax sp. OV413	6375
prok:b-proteobacteria	Rhodoferax sp. UBA6134	5824
prok:b-proteobacteria	Rhodoplanes roseus	6377
prok:b-proteobacteria	Rivibacter subsaxonicus	28956
prok:b-proteobacteria	Rivicola pingtungensis	5215
prok:b-proteobacteria	Roseateles aquatilis	37510
prok:b-proteobacteria	Roseateles depolymerans	6645
prok:b-proteobacteria	Roseateles terrae	1476
prok:b-proteobacteria	Rubrivivax albus	6583
prok:b-proteobacteria	Rubrivivax benzoatilyticus	6109
prok:b-proteobacteria	Rubrivivax gelatinosus	1559
prok:b-proteobacteria	Rubrivivax sp.	32695
prok:b-proteobacteria	Rubrivivax sp. SCN 71-131	725
prok:b-proteobacteria	Rugamonas rubra	665
prok:b-proteobacteria	Rugosibacter aromaticivorans	782
prok:b-proteobacteria	Schlegelella aquatica	1203
prok:b-proteobacteria	Schlegelella brevitalea	5440
prok:b-proteobacteria	Schlegelella koreensis	38835
prok:b-proteobacteria	Schlegelella thermodepolymerans	7098
prok:b-proteobacteria	Serpentinimonas maccroryi	1311
prok:b-proteobacteria	Serpentinimonas raichei	731
prok:b-proteobacteria	Simplicispira hankyongi	24273
prok:b-proteobacteria	Simplicispira lacusdiani	3027
prok:b-proteobacteria	Simplicispira metamorpha	9591
prok:b-proteobacteria	Simplicispira psychrophila	3609
prok:b-proteobacteria	Simplicispira suum	641
prok:b-proteobacteria	Sinorhizobium kostiense	6076
prok:b-proteobacteria	Sphaerotilus hippei	2019
prok:b-proteobacteria	Sphaerotilus montanus	7749
prok:b-proteobacteria	Sphaerotilus natans	2764
prok:b-proteobacteria	Sphaerotilus sp.	1739
prok:b-proteobacteria	Sterolibacterium sp.	682
prok:b-proteobacteria	Sulfuritalea sp.	819
prok:b-proteobacteria	Sulfuritortus calidifontis	812
prok:b-proteobacteria	Telluria mixta	1878
prok:b-proteobacteria	Tepidicella baoligensis	1698
prok:b-proteobacteria	Tepidicella xavieri	2117
prok:b-proteobacteria	Tepidimonas alkaliphilus	2103
prok:b-proteobacteria	Tepidimonas aquatica	2894
prok:b-proteobacteria	Tepidimonas charontis	737
prok:b-proteobacteria	Tepidimonas fonticaldi	5084
prok:b-proteobacteria	Thauera aminoaromatica	1351
prok:b-proteobacteria	Thauera aromatica	1193
prok:b-proteobacteria	Thauera butanivorans	2817
prok:b-proteobacteria	Thauera phenylacetica	356
prok:b-proteobacteria	Thauera terpenica	1416
prok:b-proteobacteria	Thiobacillus sp. 0-1251	1231
prok:b-proteobacteria	Thiomonas arsenitoxydans	1643
prok:b-proteobacteria	Thiomonas delicata	2629
prok:b-proteobacteria	Tibeticola sediminis	3187
prok:b-proteobacteria	Trinickia dabaoshanensis	7876
prok:b-proteobacteria	Trinickia fusca	256
prok:b-proteobacteria	Trinickia soli	1150
prok:b-proteobacteria	Trinickia symbiotica	25273
prok:b-proteobacteria	Turicimonas muris	2059
prok:b-proteobacteria	Uliginosibacterium aquaticum	405
prok:b-proteobacteria	Undibacterium hunanense	6156
prok:b-proteobacteria	Undibacterium pigrum	3042
prok:b-proteobacteria	Usitatibacter palustris	812
prok:b-proteobacteria	Usitatibacter rugosus	2676
prok:b-proteobacteria	Variovorax beijingensis	149725
prok:b-proteobacteria	Variovorax boronicumulans	135690
prok:b-proteobacteria	Variovorax ginsengisoli	112726
prok:b-proteobacteria	Variovorax gossypii	166039
prok:b-proteobacteria	Variovorax guangxiensis	424914
prok:b-proteobacteria	Variovorax soli	49359
prok:b-proteobacteria	Variovorax sp.	226450
prok:b-proteobacteria	Variovorax sp. 67-131	62471
prok:b-proteobacteria	Verminephrobacter aporrectodeae	1006
prok:b-proteobacteria	Verminephrobacter eiseniae	6084
prok:b-proteobacteria	Verminephrobacter sp.	3679
prok:b-proteobacteria	Verticiella sediminum	11400
prok:b-proteobacteria	Vitreoscilla sp.	5481
prok:b-proteobacteria	Vogesella urethralis	2258
prok:b-proteobacteria	Xenophilus azovorans	246126
prok:b-proteobacteria	Xylophilus ampelinus	2770
prok:b-proteobacteria	Xylophilus rhododendri	12040
prok:b-proteobacteria	Xylophilus sp.	25041
prok:b-proteobacteria	Zavarzinia sp.	2864
prok:b-proteobacteria	Zeimonas arvi	1011
prok:b-proteobacteria	Zhizhongheella caldifontis	744
prok:b-proteobacteria	Zoogloea dura	345
prok:b-proteobacteria	n/a	19911
prok:bacteria	Acidisarcina polymorpha	3070
prok:bacteria	Aliifodinibius roseus	1988
prok:bacteria	Anatilimnocola aggregata	508
prok:bacteria	Anatilimnocola floriformis	1284
prok:bacteria	Aquisphaera giovannonii	1061
prok:bacteria	Aureliella helgolandensis	266
prok:bacteria	Blastopirellula marina	234
prok:bacteria	Brachyspira intermedia	508
prok:bacteria	Candidatus Brocadia sinica	10805
prok:bacteria	Candidatus Brocadia sp. R4W10303	677
prok:bacteria	Candidatus Brocadia sp. WS118	647
prok:bacteria	Candidatus Galligastranaerophilus intestinavium	689
prok:bacteria	Candidatus Moduliflexus flocculans	1645
prok:bacteria	Candidatus Obscuribacter phosphatis	1527
prok:bacteria	Candidatus Obscuribacter sp.	19306
prok:bacteria	Candidatus Solibacter sp.	6656
prok:bacteria	Candidatus Sulfopaludibacter sp. SbA3	8760
prok:bacteria	Chloracidobacterium sp. UBA7656	269
prok:bacteria	Chthonomonas sp. UBA1950	940
prok:bacteria	Chthonomonas sp. UBA2407	669
prok:bacteria	Chthonomonas sp. UBA2424	298
prok:bacteria	Chthonomonas sp. UBA5584	281
prok:bacteria	Chthonomonas sp. UBA6659	217
prok:bacteria	Deinococcus betulae	744
prok:bacteria	Edaphobacter flagellatus	2924
prok:bacteria	Fibrobacter succinogenes	719
prok:bacteria	Fimbriimonas ginsengisoli	4248
prok:bacteria	Gemmatimonas sp. UBA7669	206
prok:bacteria	Granulicella aggregans	1564
prok:bacteria	Humisphaera borealis	1301
prok:bacteria	Lacipirellula limnantheis	3671
prok:bacteria	Lacipirellula parvula	1490
prok:bacteria	Leptospira broomii	1224
prok:bacteria	Leptospira fletcheri	770
prok:bacteria	Leptospira idonii	241
prok:bacteria	Leptospira inadai	502
prok:bacteria	Leptospira johnsonii	6055
prok:bacteria	Leptospira koniambonensis	4148
prok:bacteria	Leptospira licerasiae	191217
prok:bacteria	Leptospira sarikeiensis	1689
prok:bacteria	Leptospira venezuelensis	7865
prok:bacteria	Leptospira wolbachii	218
prok:bacteria	Leptospira wolffii	2917
prok:bacteria	Luteitalea pratensis	1749
prok:bacteria	Malacoplasma iowae	6788
prok:bacteria	Malacoplasma penetrans	9610
prok:bacteria	Metamycoplasma orale	2643
prok:bacteria	Mycoplasma testudinis	12508
prok:bacteria	Mycoplasmoides alvi	126706
prok:bacteria	Mycoplasmoides gallisepticum	8275
prok:bacteria	Mycoplasmoides pirum	29604
prok:bacteria	Nitrospira sp. UW-LDO-01	1275
prok:bacteria	Paludibaculum fermentans	5146
prok:bacteria	Paludisphaera borealis	719
prok:bacteria	Pirellulimonas nuda	991
prok:bacteria	Posidoniimonas polymericola	270
prok:bacteria	Rhodopirellula pilleata	2533
prok:bacteria	Rhodopirellula sp. TMED11	381
prok:bacteria	Roseimaritima ulvae	773
prok:bacteria	Rosistilla oblonga	1761
prok:bacteria	Singulisphaera acidiphila	3285
prok:bacteria	Stieleria neptunia	201
prok:bacteria	Stieleria sedimenti	1038
prok:bacteria	Tautonia rosea	200
prok:bacteria	Urbifossiella limnaea	308
prok:bacteria	n/a	6481
prok:chlamydias	Chlamydia suis	14188
prok:cyanobacteria	Nodosilinea sp. WJT8-NPBG4	48705
prok:cyanobacteria	Okeania hirsuta	140
prok:cyanobacteria	Okeania sp. SIO1I7	508
prok:cyanobacteria	Okeania sp. SIO2B3	245
prok:cyanobacteria	Okeania sp. SIO2C2	127
prok:cyanobacteria	Pleurocapsa sp. GA_180221_E-1-1-MAG-40_19	127
prok:cyanobacteria	Prochlorococcus sp. MED-G72	127
prok:cyanobacteria	Prochlorococcus sp. MED630	961
prok:cyanobacteria	Stigonema ocellatum	986
prok:cyanobacteria	n/a	4006
prok:d-proteobacteria	Archangium violaceum	257
prok:d-proteobacteria	Bilophila sp.	869
prok:d-proteobacteria	Bilophila wadsworthia	1021
prok:d-proteobacteria	Desulfovibrio piger	2378
prok:firmicutes	Acetivibrio ethanolgignens	5495
prok:firmicutes	Acidaminococcus intestini	2389
prok:firmicutes	Acididesulfobacillus acetoxydans	2010
prok:firmicutes	Aeribacillus composti	267
prok:firmicutes	Aerococcus sanguinicola	1632
prok:firmicutes	Aerococcus suis	522
prok:firmicutes	Aerococcus urinaeequi	8100
prok:firmicutes	Agathobaculum desmolans	1240
prok:firmicutes	Agrilactobacillus yilanensis	2391
prok:firmicutes	Alitiscatomonas aceti	722
prok:firmicutes	Alkalibacter mobilis	325
prok:firmicutes	Alkalihalobacillus alcalophilus	2193
prok:firmicutes	Alterileibacterium massiliense	223
prok:firmicutes	Amedibacterium intestinale	3454
prok:firmicutes	Amylolactobacillus amylophilus	4853
prok:firmicutes	Anaerobacillus alkalilacustris	1598
prok:firmicutes	Anaerobium acetethylicum	1072
prok:firmicutes	Anaerobutyricum hallii	1469
prok:firmicutes	Anaerobutyricum soehngenii	4709
prok:firmicutes	Anaerococcus octavius	636
prok:firmicutes	Anaerocolumna cellulosilytica	8496
prok:firmicutes	Anaerocolumna chitinilytica	594
prok:firmicutes	Anaerocolumna jejuensis	307
prok:firmicutes	Anaerocolumna sedimenticola	1412
prok:firmicutes	Anaerocolumna xylanovorans	3283
prok:firmicutes	Anaeromassilibacillus sp.	5215
prok:firmicutes	Anaerostipes butyraticus	28552
prok:firmicutes	Anaerostipes caccae	3170
prok:firmicutes	Anaerostipes faecalis	7179
prok:firmicutes	Anaerostipes hadrus	424
prok:firmicutes	Anaerostipes hominis	5667
prok:firmicutes	Anaerostipes sp.	6990
prok:firmicutes	Anaerotignum lactatifermentans	1577
prok:firmicutes	Anaerotruncus sp.	1814
prok:firmicutes	Anoxybacillus tepidamans	204
prok:firmicutes	Aureibacillus halotolerans	203
prok:firmicutes	Bacillus alkalicola	1069
prok:firmicutes	Bacillus cereus	278
prok:firmicutes	Bacillus dafuensis	819
prok:firmicutes	Bacillus intermedius	1188
prok:firmicutes	Bacillus massiliigabonensis	1227
prok:firmicutes	Bacillus nakamurai	1613
prok:firmicutes	Bacillus paranthracis	3868
prok:firmicutes	Bacillus suaedae	1302
prok:firmicutes	Bacillus subtilis	1707
prok:firmicutes	Bacillus taeanensis	246
prok:firmicutes	Bacillus thermozeamaize	703
prok:firmicutes	Bacillus velezensis	5542
prok:firmicutes	Bariatricus massiliensis	1001
prok:firmicutes	Bianquea renquensis	1544
prok:firmicutes	Blautia acetigignens	6160
prok:firmicutes	Blautia ammoniilytica	468
prok:firmicutes	Blautia argi	52883
prok:firmicutes	Blautia caecimuris	15433
prok:firmicutes	Blautia coccoides	348
prok:firmicutes	Blautia faecis	6981
prok:firmicutes	Blautia hansenii	5102
prok:firmicutes	Blautia hominis	3350
prok:firmicutes	Blautia liquoris	796
prok:firmicutes	Blautia luti	305
prok:firmicutes	Blautia marasmi	616
prok:firmicutes	Blautia obeum	1156
prok:firmicutes	Blautia sp.	783
prok:firmicutes	Blautia sp. LMAG:14	240
prok:firmicutes	Blautia sp. LMAG:62	366
prok:firmicutes	Blautia sp. LMAG:69	2289
prok:firmicutes	Blautia sp. LMAG:75	4959
prok:firmicutes	Blautia sp. LMAG:77	1820
prok:firmicutes	Blautia sp. LMAG:89	1138
prok:firmicutes	Blautia stercoris	1213
prok:firmicutes	Blautia wexlerae	1983
prok:firmicutes	Brevibacillus agri	290
prok:firmicutes	Brevibacillus antibioticus	265
prok:firmicutes	Brevibacillus brevis	782
prok:firmicutes	Brevibacillus composti	1857
prok:firmicutes	Brevibacillus dissolubilis	2165
prok:firmicutes	Brevibacillus migulae	308
prok:firmicutes	Brevibacillus parabrevis	1823
prok:firmicutes	Brochothrix thermosphacta	5234
prok:firmicutes	Brotolimicola acetigignens	3727
prok:firmicutes	Brotonthovivens ammoniilytica	2119
prok:firmicutes	Butyricicoccus faecihominis	348
prok:firmicutes	Butyricicoccus porcorum	344
prok:firmicutes	Butyricicoccus pullicaecorum	15248
prok:firmicutes	Butyrivibrio fibrisolvens	3970
prok:firmicutes	Butyrivibrio hungatei	540
prok:firmicutes	Caldibacillus lycopersici	4174
prok:firmicutes	Caldibacillus pasinlerensis	1110
prok:firmicutes	Caloramator mitchellensis	2905
prok:firmicutes	Candidatus Agathobaculum pullicola	440
prok:firmicutes	Candidatus Anaerobutyricum stercoris	3576
prok:firmicutes	Candidatus Avilachnospira avistercoris	252
prok:firmicutes	Candidatus Blautia avistercoris	2914
prok:firmicutes	Candidatus Blautia merdavium	222
prok:firmicutes	Candidatus Blautia ornithocaccae	1316
prok:firmicutes	Candidatus Blautia pullistercoris	1669
prok:firmicutes	Candidatus Blautia stercorigallinarum	908
prok:firmicutes	Candidatus Butyricicoccus avistercoris	2273
prok:firmicutes	Candidatus Caccousia avistercoris	3716
prok:firmicutes	Candidatus Choladousia intestinipullorum	809
prok:firmicutes	Candidatus Cibiobacter qucibialis	589
prok:firmicutes	Candidatus Coproplasma avistercoris	2098
prok:firmicutes	Candidatus Dorea gallistercoris	2231
prok:firmicutes	Candidatus Egerieimonas intestinavium	356
prok:firmicutes	Candidatus Eisenbergiella merdigallinarum	827
prok:firmicutes	Candidatus Eisenbergiella merdipullorum	1184
prok:firmicutes	Candidatus Enterococcus stercoripullorum	2906
prok:firmicutes	Candidatus Erysipelatoclostridium merdavium	1033
prok:firmicutes	Candidatus Faecalibacterium gallistercoris	399
prok:firmicutes	Candidatus Faecalibacterium intestinipullorum	376
prok:firmicutes	Candidatus Faecousia faecavium	353
prok:firmicutes	Candidatus Fimicola cottocaccae	250
prok:firmicutes	Candidatus Flavonifractor avicola	489
prok:firmicutes	Candidatus Gemmiger avistercoris	837
prok:firmicutes	Candidatus Gemmiger avium	360
prok:firmicutes	Candidatus Gemmiger excrementavium	1476
prok:firmicutes	Candidatus Gemmiger excrementigallinarum	2008
prok:firmicutes	Candidatus Gemmiger faecavium	1159
prok:firmicutes	Candidatus Gemmiger faecigallinarum	417
prok:firmicutes	Candidatus Gemmiger stercoravium	5345
prok:firmicutes	Candidatus Gemmiger stercorigallinarum	586
prok:firmicutes	Candidatus Lachnoclostridium pullistercoris	727
prok:firmicutes	Candidatus Ligilactobacillus avistercoris	1889
prok:firmicutes	Candidatus Limosilactobacillus intestinavium	1142
prok:firmicutes	Candidatus Limosilactobacillus intestinigallinarum	321
prok:firmicutes	Candidatus Massiliomicrobiota merdigallinarum	6298
prok:firmicutes	Candidatus Mediterraneibacter cottocaccae	607
prok:firmicutes	Candidatus Mediterraneibacter intestinavium	640
prok:firmicutes	Candidatus Mediterraneibacter norwichensis	471
prok:firmicutes	Candidatus Mediterraneibacter pullicola	2254
prok:firmicutes	Candidatus Mediterraneibacter surreyensis	3931
prok:firmicutes	Candidatus Mediterraneibacter vanvlietii	1385
prok:firmicutes	Candidatus Megamonas gallistercoris	380
prok:firmicutes	Candidatus Pullilachnospira intestinigallinarum	701
prok:firmicutes	Candidatus Ruminococcus intestinipullorum	2747
prok:firmicutes	Candidatus Scatomonas pullistercoris	602
prok:firmicutes	Candidatus Scybalocola faecigallinarum	354
prok:firmicutes	Candidatus Scybalocola faecipullorum	2152
prok:firmicutes	Candidatus Scybalomonas excrementavium	860
prok:firmicutes	Candidatus Scybalomonas excrementigallinarum	13198
prok:firmicutes	Candidatus Ventrisoma faecale	1232
prok:firmicutes	Caproiciproducens galactitolivorans	5806
prok:firmicutes	Carnobacterium iners	3293
prok:firmicutes	Carnobacterium mobile	5026
prok:firmicutes	Carnobacterium viridans	449
prok:firmicutes	Caryophanon sp.	3305
prok:firmicutes	Caryophanon tenue	606
prok:firmicutes	Catenibacillus sp.	6653
prok:firmicutes	Catenibacterium faecis	5396
prok:firmicutes	Catenibacterium mitsuokai	4531
prok:firmicutes	Catenibacterium sp.	359
prok:firmicutes	Chengkuizengella sediminis	8772
prok:firmicutes	Christensenella sp. UBA1045	1360
prok:firmicutes	Christensenella sp. UBA2843	1177
prok:firmicutes	Christensenella sp. UBA3857	1288
prok:firmicutes	Clostridium algoriphilum	4839
prok:firmicutes	Clostridium ammoniilyticum	1747
prok:firmicutes	Clostridium arbusti	254
prok:firmicutes	Clostridium baratii	8191
prok:firmicutes	Clostridium bornimense	755
prok:firmicutes	Clostridium bowmanii	1908
prok:firmicutes	Clostridium butyricum	19710
prok:firmicutes	Clostridium cagae	344
prok:firmicutes	Clostridium cavendishii	816
prok:firmicutes	Clostridium celatum	3926
prok:firmicutes	Clostridium chauvoei	1708
prok:firmicutes	Clostridium cibarium	4450
prok:firmicutes	Clostridium collagenovorans	237
prok:firmicutes	Clostridium cuniculi	657
prok:firmicutes	Clostridium faecium	244
prok:firmicutes	Clostridium fessum	21755
prok:firmicutes	Clostridium gallinarum	8282
prok:firmicutes	Clostridium hydrogenum	1974
prok:firmicutes	Clostridium ihumii	254
prok:firmicutes	Clostridium indicum	11487
prok:firmicutes	Clostridium isatidis	289
prok:firmicutes	Clostridium massiliamazoniense	4912
prok:firmicutes	Clostridium massiliodielmoense	1214
prok:firmicutes	Clostridium mediterraneense	6175
prok:firmicutes	Clostridium moniliforme	490
prok:firmicutes	Clostridium oryzae	1301
prok:firmicutes	Clostridium paraputrificum	290
prok:firmicutes	Clostridium pascui	1039
prok:firmicutes	Clostridium pasteurianum	315
prok:firmicutes	Clostridium perfringens	399619
prok:firmicutes	Clostridium perfringens CPE str. F4969	52497
prok:firmicutes	Clostridium phoceensis	863
prok:firmicutes	Clostridium porci	1188
prok:firmicutes	Clostridium puniceum	759
prok:firmicutes	Clostridium sardiniense	1597
prok:firmicutes	Clostridium sartagoforme	593
prok:firmicutes	Clostridium saudiense	3242
prok:firmicutes	Clostridium septicum	659
prok:firmicutes	Clostridium sp. 27_14	4819
prok:firmicutes	Clostridium sp. AM22-11AC	748
prok:firmicutes	Clostridium sp. LMAG:63	3083
prok:firmicutes	Clostridium sp. UBA1652	1335
prok:firmicutes	Clostridium sp. UBA2485	332
prok:firmicutes	Clostridium sp. UBA6640	978
prok:firmicutes	Clostridium sp. UBA701	598
prok:firmicutes	Clostridium sp. UBA7339	2314
prok:firmicutes	Clostridium tarantellae	6298
prok:firmicutes	Clostridium tertium	633
prok:firmicutes	Clostridium tetanomorphum	256
prok:firmicutes	Clostridium thailandense	1805
prok:firmicutes	Clostridium thermobutyricum	590
prok:firmicutes	Clostridium weizhouense	256
prok:firmicutes	Clostridium zeae	1822
prok:firmicutes	Cohnella abietis	10402
prok:firmicutes	Cohnella algarum	1869
prok:firmicutes	Cohnella cholangitidis	2785
prok:firmicutes	Cohnella fermenti	6682
prok:firmicutes	Cohnella herbarum	13117
prok:firmicutes	Cohnella kolymensis	1478
prok:firmicutes	Cohnella lubricantis	5201
prok:firmicutes	Cohnella luojiensis	642
prok:firmicutes	Cohnella lupini	281
prok:firmicutes	Cohnella nanjingensis	2608
prok:firmicutes	Cohnella phaseoli	37690
prok:firmicutes	Cohnella pontilimi	2807
prok:firmicutes	Cohnella thailandensis	3703
prok:firmicutes	Cohnella thermotolerans	4987
prok:firmicutes	Cohnella xylanilytica	18984
prok:firmicutes	Cohnella zeiphila	10459
prok:firmicutes	Companilactobacillus farciminis	1461
prok:firmicutes	Congzhengia minquanensis	862
prok:firmicutes	Coprobacillus cateniformis	2857
prok:firmicutes	Coprococcus catus	6940
prok:firmicutes	Coprococcus comes	2136
prok:firmicutes	Coprococcus phoceensis	43022
prok:firmicutes	Cytobacillus stercorigallinarum	19691
prok:firmicutes	Dehalobacterium formicoaceticum	346
prok:firmicutes	Desulfitibacter alkalitolerans	716
prok:firmicutes	Dialister invisus	3135
prok:firmicutes	Dialister succinatiphilus	1821
prok:firmicutes	Diplocloster modestus	991
prok:firmicutes	Dolosicoccus paucivorans	256
prok:firmicutes	Dolosigranulum pigrum	2579
prok:firmicutes	Domibacillus aminovorans	723
prok:firmicutes	Dorea acetigenes	667
prok:firmicutes	Dorea formicigenerans	260
prok:firmicutes	Dorea longicatena	4723
prok:firmicutes	Dorea phocaeensis	7173
prok:firmicutes	Eggerthia catenaformis	1723
prok:firmicutes	Eisenbergiella porci	610
prok:firmicutes	Eisenbergiella sp.	3373
prok:firmicutes	Eisenbergiella tayi	545
prok:firmicutes	Enterocloster bolteae	1976
prok:firmicutes	Enterocloster clostridioformis	1901
prok:firmicutes	Enterocloster lavalensis	2467
prok:firmicutes	Enterococcus aquimarinus	551
prok:firmicutes	Enterococcus avium	662006
prok:firmicutes	Enterococcus canis	22586
prok:firmicutes	Enterococcus diestrammenae	2963
prok:firmicutes	Enterococcus durans	11958
prok:firmicutes	Enterococcus faecalis	31827
prok:firmicutes	Enterococcus faecium	19561
prok:firmicutes	Enterococcus gallinarum	10363
prok:firmicutes	Enterococcus hulanensis	6864
prok:firmicutes	Enterococcus innesii	1966
prok:firmicutes	Enterococcus italicus	800
prok:firmicutes	Enterococcus malodoratus	2178
prok:firmicutes	Enterococcus massiliensis	915
prok:firmicutes	Enterococcus mediterraneensis	544
prok:firmicutes	Enterococcus moraviensis	698
prok:firmicutes	Enterococcus mundtii	1446
prok:firmicutes	Enterococcus phoeniculicola	930
prok:firmicutes	Enterococcus raffinosus	3261
prok:firmicutes	Enterococcus ratti	2460
prok:firmicutes	Enterococcus saccharolyticus	249
prok:firmicutes	Enterococcus saigonensis	8660
prok:firmicutes	Enterococcus silesiacus	548
prok:firmicutes	Enterococcus sp.	7022
prok:firmicutes	Enterococcus thailandicus	523
prok:firmicutes	Enterococcus ureilyticus	559
prok:firmicutes	Enterococcus villorum	1160
prok:firmicutes	Enterococcus wangshanyuanii	12316
prok:firmicutes	Enterococcus xiangfangensis	517
prok:firmicutes	Erysipelatoclostridium ramosum	7637
prok:firmicutes	Erysipelatoclostridium sp.	2816
prok:firmicutes	Erysipelothrix aquatica	1209
prok:firmicutes	Erysipelothrix inopinata	21542
prok:firmicutes	Erysipelothrix larvae	765
prok:firmicutes	Erysipelothrix sp.	463
prok:firmicutes	Erysipelothrix urinaevulpis	1626
prok:firmicutes	Eubacterium barkeri	1228
prok:firmicutes	Eubacterium hominis	483
prok:firmicutes	Eubacterium plexicaudatum	1721
prok:firmicutes	Eubacterium ramulus	230
prok:firmicutes	Eubacterium sp. CAG76_36_125	688
prok:firmicutes	Eubacterium sp. LMAG:61	785
prok:firmicutes	Eubacterium sp. UBA3279	610
prok:firmicutes	Eubacterium sp. UBA7134	541
prok:firmicutes	Eubacterium sp. UNK.MGS-25	3243
prok:firmicutes	Eubacterium sp. UNK.MGS-26	987
prok:firmicutes	Eubacterium uniforme	1184
prok:firmicutes	Exiguobacterium acetylicum	3047
prok:firmicutes	Exiguobacterium marinum	925
prok:firmicutes	Exiguobacterium sibiricum	9031
