kindom	simplified_tax_name	contamination
prok	Paraburkholderia xenovorans	4309
prok	Paracandidimonas soli	12350
prok	Parachryseolinea silvisoli	6172
prok	Paraclostridium benzoelyticum	3670
prok	Paracoccus alcaliphilus	832
prok	Paracoccus alkanivorans	597
prok	Paracoccus binzhouensis	272
prok	Paracoccus endophyticus	2739
prok	Paracoccus everestensis	381
prok	Paracoccus haematequi	993
prok	Paracoccus liaowanqingii	127
prok	Paracoccus marcusii	249
prok	Paracoccus nototheniae	3094
prok	Paracoccus pantotrophus	521
prok	Paracoccus ravus	1001
prok	Paracoccus rhizosphaerae	553
prok	Paracoccus salsus	7220
prok	Paracoccus sediminis	508
prok	Paracoccus yeei	95237
prok	Paradevosia shaoguanensis	10995
prok	Parafilimonas sp.	81305
prok	Parafilimonas terrae	4158
prok	Paraflavitalea devenefica	2180
prok	Paraflavitalea soli	4034
prok	Paraglaciecola polaris	1644
prok	Paralcaligenes ureilyticus	3308
prok	Paraliobacillus sediminis	247
prok	Paramesorhizobium deserti	2162
prok	Parapedobacter indicus	230
prok	Parapedobacter koreensis	1194
prok	Parapedobacter luteus	1771
prok	Parapedobacter pyrenivorans	2967
prok	Parapedobacter soli	4521
prok	Paraphotobacterium marinum	1235
prok	Pararhizobium arenae	1183
prok	Pararhizobium polonicum	3164
prok	Pararhodonellum marinum	3024
prok	Pararhodospirillum photometricum	451
prok	Pararobbsia silviterrae	827
prok	Parasphingopyxis marina	517
prok	Parasporobacterium paucivorans	571
prok	Parasutterella excrementihominis	42542
prok	Paratractidigestivibacter faecalis	358
prok	Paraurantiacibacter namhicola	19955
prok	Parazoarcus communis	14255
prok	Pareuzebyella sediminis	840
prok	Paroceanicella profunda	1260
prok	Parolsenella catena	449
prok	Parvibaculum indicum	2844
prok	Parvibaculum lavamentivorans	5988
prok	Parvibium lacunae	1075
prok	Parvimonas micra	808
prok	Parvularcula sp.	2734
prok	Pasteurella multocida	72
prok	Pasteurella testudinis	926
prok	Patiriisocius marinus	200
prok	Paucibacter aquatile	11860
prok	Paucibacter sp.	758
prok	Paucibacter toxinivorans	1563
prok	Paucilactobacillus nenjiangensis	1188
prok	Paucilactobacillus oligofermentans	1504
prok	Paucilactobacillus suebicus	1155
prok	Pectinatus cerevisiiphilus	361
prok	Pectobacterium betavasculorum	5212
prok	Pectobacterium cacticida	814
prok	Pectobacterium odoriferum	499
prok	Pectobacterium parmentieri	12764
prok	Pectobacterium parvum	5937
prok	Pediococcus acidilactici	2253
prok	Pedobacter africanus	9268
prok	Pedobacter agri	2000
prok	Pedobacter alluvionis	1668
prok	Pedobacter antarcticus	2756
prok	Pedobacter aquae	950
prok	Pedobacter borealis	25838
prok	Pedobacter boryungensis	11507
prok	Pedobacter caeni	89431
prok	Pedobacter chinensis	21369
prok	Pedobacter chitinilyticus	2827865
prok	Pedobacter cryoconitis	20406
prok	Pedobacter cryophilus	1401
prok	Pedobacter cryotolerans	18897
prok	Pedobacter duraquae	3631
prok	Pedobacter endophyticus	578
prok	Pedobacter fastidiosus	17906
prok	Pedobacter foliorum	3786
prok	Pedobacter frigidisoli	730
prok	Pedobacter frigiditerrae	13946
prok	Pedobacter frigoris	12750
prok	Pedobacter gandavensis	13237
prok	Pedobacter ghigonis	3334
prok	Pedobacter ginsengisoli	3065
prok	Pedobacter ginsenosidimutans	17951
prok	Pedobacter hartonius	4552
prok	Pedobacter helvus	2509291
prok	Pedobacter heparinus	10275
prok	Pedobacter hiemivivus	9536
prok	Pedobacter insulae	22133
prok	Pedobacter jejuensis	1033
prok	Pedobacter jeongneungensis	11838
prok	Pedobacter kyonggii	5929
prok	Pedobacter metabolipauper	2929
prok	Pedobacter miscanthi	17287
prok	Pedobacter mongoliensis	206
prok	Pedobacter mucosus	8479
prok	Pedobacter namyangjuensis	14077
prok	Pedobacter nanyangensis	275799
prok	Pedobacter nototheniae	6298
prok	Pedobacter nutrimenti	34825
prok	Pedobacter nyackensis	4244
prok	Pedobacter paludis	5990
prok	Pedobacter panaciterrae	1224
prok	Pedobacter petrophilus	1445
prok	Pedobacter planticolens	14813
prok	Pedobacter polaris	30557
prok	Pedobacter psychrodurus	9444
prok	Pedobacter psychrotolerans	3352
prok	Pedobacter rhizosphaerae	1248
prok	Pedobacter roseus	15247
prok	Pedobacter sandarakinus	11152
prok	Pedobacter schmidteae	19754
prok	Pedobacter segetis	954
prok	Pedobacter soli	3110
prok	Pedobacter sp.	50556
prok	Pedobacter steynii	39634
prok	Pedobacter terrae	6986
prok	Pedobacter ureilyticus	49799
prok	Pedobacter westerhofensis	747
prok	Pedobacter xinjiangensis	8720
prok	Pedobacter xixiisoli	55577
prok	Pedobacter yonginense	815
prok	Pedobacter yulinensis	679
prok	Pedobacter zeae	1389
prok	Pelagibacterium montanilacus	1772
prok	Pelagibacterium sp.	4957
prok	Pelagibius marinus	904
prok	Pelistega suis	2527
prok	Pelobium manganitolerans	1215
prok	Pelomonas aquatica	6047
prok	Pelomonas puraquae	13339
prok	Pelomonas saccharophila	4926
prok	Pelomonas sp.	1708
prok	Pelorhabdus rhamnosifermentans	2173
prok	Pelosinus fermentans	1691
prok	Peptacetobacter hiranonis	507
prok	Peptacetobacter hominis	539
prok	Peptoniphilus lacrimalis	216
prok	Peptoniphilus lacydonensis	404
prok	Peptoniphilus pacaensis	378
prok	Peptoniphilus rhinitidis	613
prok	Peptoniphilus vaginalis	48060
prok	Peptostreptococcus canis	301
prok	Peptostreptococcus russellii	1031
prok	Peribacillus frigoritolerans	23600
prok	Periweissella beninensis	4459
prok	Periweissella fabalis	4657
prok	Periweissella fabaria	1030
prok	Peteryoungia ipomoeae	948
prok	Petrimonas mucosa	698
prok	Phascolarctobacterium faecium	930
prok	Phascolarctobacterium succinatutens	2205
prok	Phenylobacterium glaciei	809
prok	Phenylobacterium haematophilum	107727
prok	Phenylobacterium hankyongense	2484
prok	Phenylobacterium parvum	85
prok	Phenylobacterium soli	26865
prok	Phenylobacterium sp.	629
prok	Phnomibacter ginsenosidimutans	608
prok	Phocaeicola coprocola	31349
prok	Phocaeicola coprophilus	2644
prok	Phocaeicola dorei	608
prok	Phocaeicola faecium	6855
prok	Phocaeicola fibrisolvens	593
prok	Phocaeicola massiliensis	51497
prok	Phocaeicola plebeius	4656
prok	Phocaeicola vulgatus	1483
prok	Phocea massiliensis	2654
prok	Photobacterium damselae	1535
prok	Photobacterium frigidiphilum	1744
prok	Photobacterium profundum	691
prok	Photorhabdus aegyptia	1381299
prok	Photorhabdus akhurstii	3377049
prok	Photorhabdus antumapuensis	98649
prok	Photorhabdus asymbiotica	6288
prok	Photorhabdus australis	13729
prok	Photorhabdus bodei	186456
prok	Photorhabdus caribbeanensis	214230
prok	Photorhabdus cinerea	8493
prok	Photorhabdus heterorhabditis	13572
prok	Photorhabdus khanii	17870
prok	Photorhabdus laumondii	76430
prok	Photorhabdus luminescens	114731
prok	Photorhabdus noenieputensis	241733
prok	Photorhabdus stackebrandtii	7898
prok	Photorhabdus tasmaniensis	16020
prok	Photorhabdus temperata	54099
prok	Photorhabdus thracensis	17408
prok	Phreatobacter stygius	7703
prok	Phycicoccus endophyticus	204
prok	Phycicoccus jejuensis	1038
prok	Phycicoccus mangrovi	565
prok	Phyllobacterium bourgognense	6127
prok	Phyllobacterium brassicacearum	5460
prok	Phyllobacterium calauticae	2772438
prok	Phyllobacterium endophyticum	1208
prok	Phyllobacterium myrsinacearum	17189
prok	Phyllobacterium pellucidum	8096
prok	Phyllobacterium phragmitis	9227
prok	Phyllobacterium sophorae	12244
prok	Phyllobacterium trifolii	3914
prok	Phyllobacterium zundukense	24741
prok	Phytobacter diazotrophicus	1930
prok	Phytobacter massiliensis	14059
prok	Phytobacter ursingii	2920
prok	Phytohabitans houttuyneae	279
prok	Phytohabitans suffuscus	3059
prok	Pigmentiphaga aceris	2399
prok	Pigmentiphaga litoralis	1553
prok	Pigmentiphaga sp.	4331
prok	Pimelobacter simplex	693
prok	Pinibacter aurantiacus	1213
prok	Pinisolibacter aquiterrae	19347
prok	Pirellulimonas nuda	991
prok	Piscicoccus intestinalis	2258
prok	Piscinibacter defluvii	18460
prok	Piscinibacter sp.	10689
prok	Planctomonas psychrotolerans	596
prok	Planktosalinus lacus	660
prok	Planococcus antarcticus	782
prok	Planococcus citreus	1146
prok	Planococcus faecalis	1124
prok	Planococcus maitriensis	2925
prok	Planococcus salinus	1835
prok	Plantibacter flavus	809
prok	Plasticicumulans acidivorans	957
prok	Plasticicumulans lactativorans	241
prok	Pleomorphomonas carboxyditropha	316
prok	Plesiomonas shigelloides	5192
prok	Pleurocapsa sp.	127
prok	Pluralibacter gergoviae	1472
prok	Pluralibacter sp.	12550
prok	Polaribacter butkevichii	218
prok	Polaribacter filamentus	5956
prok	Polaribacter pacificus	216
prok	Polaribacter porphyrae	12398
prok	Polaribacter sp.	523
prok	Polaromonas eurypsychrophila	7287
prok	Polaromonas glacialis	7737
prok	Polaromonas jejuensis	13264
prok	Polaromonas naphthalenivorans	18708
prok	Polaromonas sp.	90455
prok	Polycyclovorans sp.	2480
prok	Polymorphobacter multimanifer	587
prok	Polymorphum gilvum	459
prok	Polynucleobacter difficilis	875
prok	Polynucleobacter victoriensis	2336
prok	Pontibacter aquaedesilientis	909
prok	Pontibacter arcticus	657
prok	Pontibacter cellulosilyticus	1286
prok	Pontibacter russatus	266
prok	Pontibrevibacter nitratireducens	1016
prok	Porcipelethomonas ammoniilytica	600
prok	Porphyrobacter sp.	1355
prok	Porphyromonas gingivalis	1081
prok	Porphyromonas gulae	2627
prok	Porphyromonas macacae	756
prok	Posidoniimonas polymericola	270
prok	Prauserella alba	894
prok	Prauserella flavalba	566
prok	Prescottella agglutinans	683
prok	Prescottella equi	336
prok	Prevotella baroniae	425
prok	Prevotella conceptionensis	555
prok	Prevotella copri	146001
prok	Prevotella dentalis	721
prok	Prevotella fusca	443
prok	Prevotella hominis	22831
prok	Prevotella ihumii	858
prok	Prevotella jejuni	463
prok	Prevotella lacticifex	558
prok	Prevotella marseillensis	241
prok	Prevotella melaninogenica	386
prok	Prevotella pectinovora	790
prok	Prevotella ruminicola	4537
prok	Prevotella sp.	286346
prok	Prevotella stercorea	1904
prok	Prevotellamassilia timonensis	444
prok	Priestia megaterium	20373
prok	Prochlorococcus sp.	1088
prok	Promicromonospora sukumoe	938
prok	Promicromonospora thailandica	710
prok	Promicromonospora umidemergens	1165
prok	Propionicicella superfundia	4414
prok	Propioniciclava tarda	2248
prok	Prosthecobacter debontii	2191
prok	Prosthecobacter dejongeii	499
prok	Prosthecobacter fusiformis	2795
prok	Prosthecobacter sp.	650
prok	Prosthecobacter vanneervenii	30162
prok	Prosthecomicrobium hirschii	46646
prok	Prosthecomicrobium pneumaticum	246
prok	Protaetiibacter intestinalis	2243
prok	Proteiniclasticum aestuarii	2943
prok	Proteiniphilum sp.	1222
prok	Proteocatella sphenisci	268
prok	Proteus alimentorum	3917
prok	Proteus hauseri	21582
prok	Proteus mirabilis	686
prok	Proteus sp.	2613
prok	Proteus terrae	104904
prok	Providencia alcalifaciens	42168
prok	Providencia burhodogranariea	23163
prok	Providencia heimbachae	10582
prok	Providencia huaxiensis	129910
prok	Providencia rettgeri	21792
prok	Providencia rustigianii	12194
prok	Providencia sneebia	18874
prok	Providencia sp.	2617
prok	Providencia stuartii	3796645
prok	Providencia thailandensis	543376
prok	Providencia vermicola	202002
prok	Pseudacidovorax intermedius	31221
prok	Pseudacidovorax sp.	51275
prok	Pseudactinotalea suaedae	718
prok	Pseudactinotalea terrae	526
prok	Pseudalkalibacillus decolorationis	282
prok	Pseudaminobacter arsenicus	5038
prok	Pseudaminobacter manganicus	760
prok	Pseudaminobacter salicylatoxidans	4034
prok	Pseudarcicella hirudinis	266
prok	Pseudenterobacter timonensis	12731
prok	Pseudoalteromonas rhizosphaerae	1925
prok	Pseudobacter ginsenosidimutans	1735
prok	Pseudobacter sp.	219
prok	Pseudobutyrivibrio xylanivorans	890
prok	Pseudochelatococcus contaminans	4951
prok	Pseudochelatococcus lubricantis	3506
prok	Pseudochrobactrum algeriensis	293094
prok	Pseudochrobactrum asaccharolyticum	11891523
prok	Pseudochryseolinea flava	1202
prok	Pseudocitrobacter faecalis	8346
prok	Pseudocitrobacter vendiensis	39897
prok	Pseudoclavibacter caeni	170
prok	Pseudoclavibacter chungangensis	9339
prok	Pseudoclavibacter helvolus	734
prok	Pseudoclavibacter terrae	504
prok	Pseudocnuella soli	1568
prok	Pseudoduganella albidiflava	7539
prok	Pseudoduganella armeniaca	1338
prok	Pseudoduganella dura	2057
prok	Pseudoduganella guangdongensis	1379
prok	Pseudoduganella lutea	847
prok	Pseudoduganella umbonata	2289
prok	Pseudoflavitalea rhizosphaerae	4472
prok	Pseudoglutamicibacter albus	3689
prok	Pseudolabrys taiwanensis	1283
prok	Pseudoleptotrichia goodfellowii	282
prok	Pseudomethylobacillus aquaticus	326
prok	Pseudomonas abietaniphila	10194
prok	Pseudomonas abyssi	2496
prok	Pseudomonas aegrilactucae	97205
prok	Pseudomonas agarici	1901
prok	Pseudomonas akapageensis	3632
prok	Pseudomonas alcaliphila	101
prok	Pseudomonas alkylphenolica	1319
prok	Pseudomonas allii	133691
prok	Pseudomonas alloputida	19816
prok	Pseudomonas antarctica	1043
prok	Pseudomonas anuradhapurensis	8007
prok	Pseudomonas arcuscaelestis	2096
prok	Pseudomonas arsenicoxydans	1879
prok	Pseudomonas asgharzadehiana	15832
prok	Pseudomonas atagonensis	3573
prok	Pseudomonas avellanae	18309
prok	Pseudomonas aylmerensis	3609
prok	Pseudomonas azotoformans	10451
prok	Pseudomonas baetica	8908
prok	Pseudomonas benzenivorans	3591
prok	Pseudomonas bharatica	22078
prok	Pseudomonas bohemica	5415
prok	Pseudomonas borbori	1952
prok	Pseudomonas brassicacearum	7347
prok	Pseudomonas brassicae	22596
prok	Pseudomonas californiensis	260
prok	Pseudomonas canavaninivorans	1654
prok	Pseudomonas cannabina	1076
prok	Pseudomonas capeferrum	48340
prok	Pseudomonas cavernae	1184
prok	Pseudomonas cedrina	4661
prok	Pseudomonas ceruminis	56946
prok	Pseudomonas chengduensis	7800
prok	Pseudomonas chlororaphis	5893
prok	Pseudomonas citronellolis	1105
prok	Pseudomonas composti	782
prok	Pseudomonas costantinii	632
prok	Pseudomonas cremoricolorata	2044
prok	Pseudomonas cremoris	7214
prok	Pseudomonas cuatrocienegasensis	1205
prok	Pseudomonas cyclaminis	1206
prok	Pseudomonas deceptionensis	255
prok	Pseudomonas defluvii	15760
prok	Pseudomonas delhiensis	544
prok	Pseudomonas donghuensis	1346
prok	Pseudomonas ekonensis	1837
prok	Pseudomonas entomophila	17407
prok	Pseudomonas eucalypticola	2160
prok	Pseudomonas extremaustralis	8526
prok	Pseudomonas fakonensis	8763
prok	Pseudomonas farsensis	15660
prok	Pseudomonas faucium	27702
prok	Pseudomonas fildesensis	4832
prok	Pseudomonas flavescens	2444
prok	Pseudomonas floridensis	1166
prok	Pseudomonas fluorescens	53585
prok	Pseudomonas fragi	637
prok	Pseudomonas fulva	121446
prok	Pseudomonas fuscovaginae	476
prok	Pseudomonas gessardii	55928
prok	Pseudomonas gingeri	10861
prok	Pseudomonas glycinae	3556
prok	Pseudomonas graminis	4385
prok	Pseudomonas gregormendelii	491
prok	Pseudomonas grimontii	26313
prok	Pseudomonas guangdongensis	706
prok	Pseudomonas guguanensis	5267
prok	Pseudomonas haemolytica	3599
prok	Pseudomonas hamedanensis	7173
prok	Pseudomonas huaxiensis	15612
prok	Pseudomonas hunanensis	2309
prok	Pseudomonas hydrolytica	14486
prok	Pseudomonas indica	4316
prok	Pseudomonas indoloxydans	7420
prok	Pseudomonas inefficax	54511
prok	Pseudomonas iridis	1550
prok	Pseudomonas izuensis	1246
prok	Pseudomonas japonica	35559
prok	Pseudomonas jessenii	1829
prok	Pseudomonas jinjuensis	729
prok	Pseudomonas juntendi	87917
prok	Pseudomonas kairouanensis	10287
prok	Pseudomonas karstica	1565
prok	Pseudomonas kermanshahensis	89639
prok	Pseudomonas khazarica	1109
prok	Pseudomonas khorasanensis	676
prok	Pseudomonas kielensis	1601
prok	Pseudomonas koreensis	512
prok	Pseudomonas kurunegalensis	1555
prok	Pseudomonas lactis	5545665
prok	Pseudomonas lactucae	10253
prok	Pseudomonas lalkuanensis	1586
prok	Pseudomonas laurentiana	1046
prok	Pseudomonas laurylsulfativorans	946
prok	Pseudomonas lurida	5639
prok	Pseudomonas luteola	1224
prok	Pseudomonas marginalis	96177
prok	Pseudomonas marvdashtae	2108
prok	Pseudomonas meliae	2202
prok	Pseudomonas mendocina	41378
prok	Pseudomonas migulae	5160
prok	Pseudomonas mohnii	953
prok	Pseudomonas monteilii	51733
prok	Pseudomonas moorei	6302
prok	Pseudomonas moraviensis	1069
prok	Pseudomonas morbosilactucae	7261
prok	Pseudomonas mosselii	49017
prok	Pseudomonas mucoides	3152
prok	Pseudomonas muyukensis	44864
prok	Pseudomonas nabeulensis	4629
prok	Pseudomonas nicosulfuronedens	1176
prok	Pseudomonas oleovorans	2209
prok	Pseudomonas oligotrophica	7486
prok	Pseudomonas orientalis	949
prok	Pseudomonas otitidis	2365
prok	Pseudomonas ovata	6240
prok	Pseudomonas palleroniana	8199
prok	Pseudomonas parafulva	604
prok	Pseudomonas paralactis	119217
prok	Pseudomonas petroselini	21891
prok	Pseudomonas pisciculturae	439
prok	Pseudomonas plecoglossicida	4604
prok	Pseudomonas poae	1029
prok	Pseudomonas profundi	6504
prok	Pseudomonas promysalinigenes	9824
prok	Pseudomonas protegens	32387
prok	Pseudomonas proteolytica	6375
prok	Pseudomonas pseudonitroreducens	4432
prok	Pseudomonas psychrotolerans	3388
prok	Pseudomonas putida	2234
prok	Pseudomonas qingdaonensis	4116039
prok	Pseudomonas quasicaspiana	3383
prok	Pseudomonas reactans	689434
prok	Pseudomonas reidholzensis	17266
prok	Pseudomonas rustica	8538
prok	Pseudomonas salomonii	6559
prok	Pseudomonas saponiphila	49122
prok	Pseudomonas savastanoi	5639
prok	Pseudomonas schmalbachii	7068
prok	Pseudomonas sessilinigenes	53318
prok	Pseudomonas shahriarae	17774
prok	Pseudomonas shirazensis	7218
prok	Pseudomonas sichuanensis	4274
prok	Pseudomonas silesiensis	8021
prok	Pseudomonas simiae	377655
prok	Pseudomonas sivasensis	46606
prok	Pseudomonas soli	1717481
prok	Pseudomonas sp.	3763598
prok	Pseudomonas spelaei	24534
prok	Pseudomonas synxantha	18096
prok	Pseudomonas syringae	36574
prok	Pseudomonas taeanensis	18534
prok	Pseudomonas taetrolens	1488
prok	Pseudomonas taiwanensis	2298
prok	Pseudomonas tohonis	935550
prok	Pseudomonas tolaasii	1325
prok	Pseudomonas tremae	796
prok	Pseudomonas tritici	16085
prok	Pseudomonas ullengensis	2008
prok	Pseudomonas umsongensis	2687
prok	Pseudomonas urethralis	38374
prok	Pseudomonas urmiensis	40417
prok	Pseudomonas uvaldensis	2272
prok	Pseudomonas vancouverensis	1391
prok	Pseudomonas vanderleydeniana	672
prok	Pseudomonas veronii	7872
prok	Pseudomonas viciae	42888
prok	Pseudomonas viridiflava	5250
prok	Pseudomonas vranovensis	9685
prok	Pseudomonas wadenswilerensis	530
prok	Pseudomonas wenzhouensis	4971
prok	Pseudomonas xantholysinigenes	11786
prok	Pseudomonas xionganensis	104
prok	Pseudomonas yamanorum	32851
prok	Pseudomonas yangonensis	741
prok	Pseudomonas zanjanensis	953
prok	Pseudomonas zeae	604
prok	Pseudonocardia autotrophica	1835
prok	Pseudonocardia parietis	286
prok	Pseudooceanicola atlanticus	1244
prok	Pseudopedobacter saltans	23715
prok	Pseudopedobacter sp.	1740
prok	Pseudoprevotella muciniphila	1409
prok	Pseudorhizobium flavum	5196
prok	Pseudorhizobium pelagicum	1574
prok	Pseudorhodobacter turbinis	981
prok	Pseudorhodoferax aquiterrae	81702
prok	Pseudorhodoferax soli	88628
prok	Pseudorhodoplanes sinuspersici	985
prok	Pseudorhodoplanes sp.	817
prok	Pseudorivibacter rhizosphaerae	1385
prok	Pseudothauera rhizosphaerae	526
