kindom	simplified_tax_name	contamination
prok	Luteimonas colneyensis	837
prok	Luteimonas huabeiensis	3299
prok	Luteimonas lumbrici	1075
prok	Luteimonas marina	244
prok	Luteimonas salinisoli	1938
prok	Luteimonas saliphila	1945
prok	Luteimonas sp.	7137
prok	Luteimonas terricola	1540
prok	Luteimonas viscosa	204
prok	Luteimonas weifangensis	1153
prok	Luteimonas yindakuii	1124
prok	Luteitalea pratensis	1749
prok	Luteococcus japonicus	562
prok	Lutibacter agarilyticus	203
prok	Lutibacter citreus	223
prok	Lutibacter oricola	1278
prok	Lutibacter sp.	1543
prok	Lutimaribacter saemankumensis	127
prok	Luxibacter massiliensis	10012
prok	Lysinibacillus composti	4130
prok	Lysinibacillus fusiformis	28901
prok	Lysinibacillus sp.	1723183
prok	Lysinibacillus yapensis	2886
prok	Lysobacter arseniciresistens	587
prok	Lysobacter capsici	372
prok	Lysobacter chinensis	15515
prok	Lysobacter concretionis	522
prok	Lysobacter enzymogenes	761
prok	Lysobacter luteus	1437
prok	Lysobacter maris	205
prok	Lysobacter oculi	986
prok	Lysobacter panacisoli	1671
prok	Lysobacter psychrotolerans	1215
prok	Lysobacter pythonis	900
prok	Lysobacter selenitireducens	3213
prok	Lysobacter silvisoli	616
prok	Lysobacter sp.	3942
prok	Lysobacter xinjiangensis	481
prok	Macrococcus caseolyticus	419
prok	Macrococcus lamae	351
prok	Magnetospirillum aberrantis	547
prok	Magnetospirillum sp.	215
prok	Malacoplasma iowae	6788
prok	Malacoplasma penetrans	9610
prok	Malikia granosa	1889
prok	Malikia spinosa	1933
prok	Mangrovibacter plantisponsor	4204
prok	Mangrovibacter yixingensis	2534
prok	Mannheimia haemolytica	7135
prok	Maribacter cobaltidurans	505
prok	Marinactinospora thermotolerans	1895
prok	Marinicauda algicola	1058
prok	Marinifilum flexuosum	4156
prok	Marinifilum fragile	3549
prok	Marinilongibacter aquaticus	2859
prok	Marinobacter aromaticivorans	212
prok	Marinobacter gelidimuriae	771
prok	Marinobacter segnicrescens	6491
prok	Marinobacterium jannaschii	1984
prok	Marinobacterium mangrovicola	213
prok	Marinobacterium nitratireducens	33202
prok	Marinomonas aquimarina	27169
prok	Marinomonas shanghaiensis	373
prok	Marinospirillum insulare	1657
prok	Marivibrio halodurans	4497
prok	Marivirga lumbricoides	1050
prok	Martelella endophytica	13249
prok	Martelella lutilitoris	1688
prok	Martelella sp.	856
prok	Marvinbryantia formatexigens	2905
prok	Massilia agilis	584
prok	Massilia alkalitolerans	52489
prok	Massilia arenae	2067
prok	Massilia atriviolacea	1362
prok	Massilia aurea	1529
prok	Massilia forsythiae	17119
prok	Massilia niastensis	1997
prok	Massilia norwichensis	4235
prok	Massilia oculi	4412
prok	Massilia pinisoli	1619
prok	Massilia rubra	1391
prok	Massilia soli	2790
prok	Massilia sp.	3441
prok	Massilia timonae	4154
prok	Massilia violaceinigra	3742
prok	Massiliimalia timonensis	1067
prok	Mediterranea massiliensis	680
prok	Mediterraneibacter butyricigenes	7272
prok	Mediterraneibacter faecis	3176
prok	Mediterraneibacter glycyrrhizinilyticus	525
prok	Mediterraneibacter massiliensis	3827
prok	Megamonas funiformis	8256
prok	Megamonas hypermegale	678
prok	Megamonas rupellensis	26260
prok	Megasphaera cerevisiae	481
prok	Megasphaera hominis	1370
prok	Megasphaera sp.	4771
prok	Melaminivora alkalimesophila	3511
prok	Melaminivora jejuensis	2831
prok	Merdimonas faecis	842
prok	Mesobacillus foraminis	720
prok	Mesobacillus harenae	602
prok	Mesobacillus jeotgali	663
prok	Mesomycoplasma collis	8146
prok	Mesomycoplasma neurolyticum	20781
prok	Mesonia hippocampi	646
prok	Mesonia phycicola	231
prok	Mesorhizobium albiziae	4400
prok	Mesorhizobium alhagi	5245
prok	Mesorhizobium carmichaelinearum	2099
prok	Mesorhizobium comanense	1272
prok	Mesorhizobium composti	11479
prok	Mesorhizobium delmotii	570
prok	Mesorhizobium ephedrae	4866
prok	Mesorhizobium escarrei	208
prok	Mesorhizobium hawassense	2613
prok	Mesorhizobium helmanticense	1269
prok	Mesorhizobium intechi	784
prok	Mesorhizobium kowhaii	627
prok	Mesorhizobium mediterraneum	34320
prok	Mesorhizobium metallidurans	233
prok	Mesorhizobium neociceri	289
prok	Mesorhizobium norvegicum	1558
prok	Mesorhizobium onobrychidis	217
prok	Mesorhizobium opportunistum	14601
prok	Mesorhizobium prunaredense	1699
prok	Mesorhizobium sangaii	206
prok	Mesorhizobium sediminum	51044
prok	Mesorhizobium silamurunense	961
prok	Mesorhizobium soli	18987
prok	Mesorhizobium sp.	5439
prok	Mesorhizobium tamadayense	9016
prok	Mesorhizobium temperatum	2562
prok	Mesorhizobium terrae	28743
prok	Mesorhizobium tianshanense	3991
prok	Mesorhizobium ventifaucium	210
prok	Mesorhizobium waimense	1963
prok	Mesorhizobium wenxiniae	2465
prok	Mesorhizobium xinjiangense	439
prok	Mesorhizobium zhangyense	912
prok	Metabacillus halosaccharovorans	683
prok	Metabacillus idriensis	466
prok	Metabacillus litoralis	2404
prok	Metabacillus sediminilitoris	2854
prok	Metalysinibacillus jejuensis	3439
prok	Metamycoplasma orale	2643
prok	Methylibium petroleiphilum	9265
prok	Methylibium sp.	24580
prok	Methylobacillus arboreus	902
prok	Methylobacillus caricis	225
prok	Methylobacillus flagellatus	5325
prok	Methylobacillus glycogenes	6067
prok	Methylobacillus gramineus	8497
prok	Methylobacillus methanolivorans	268
prok	Methylobacillus rhizosphaerae	215
prok	Methylobacter marinus	1183
prok	Methylobacter psychrophilus	329
prok	Methylobacterium aquaticum	214
prok	Methylobacterium brachythecii	1464
prok	Methylobacterium cerastii	2318
prok	Methylobacterium crusticola	4277
prok	Methylobacterium currus	334
prok	Methylobacterium dankookense	121
prok	Methylobacterium durans	127
prok	Methylobacterium frigidaeris	92
prok	Methylobacterium gregans	3291
prok	Methylobacterium haplocladii	759
prok	Methylobacterium isbiliense	828
prok	Methylobacterium jeotgali	2814
prok	Methylobacterium nodulans	526
prok	Methylobacterium nonmethylotrophicum	682
prok	Methylobacterium organophilum	4619
prok	Methylobacterium persicinum	7606
prok	Methylobacterium phyllosphaerae	754
prok	Methylobacterium phyllostachyos	4788
prok	Methylobacterium platani	10203
prok	Methylobacterium soli	1604
prok	Methylobacterium sp.	85186
prok	Methylobacterium symbioticum	61729
prok	Methylobacterium tarhaniae	10204
prok	Methylobacterium terrae	1673
prok	Methylobacterium variabile	139
prok	Methylobrevis albus	221
prok	Methylocapsa acidiphila	3751
prok	Methylocapsa aurea	14848
prok	Methyloceanibacter methanicus	459
prok	Methylocella silvestris	689
prok	Methylocella tundrae	1586
prok	Methylococcales symbiont	1245
prok	Methylocystis bryophila	280
prok	Methylocystis parvus	1112
prok	Methylocystis sp.	371
prok	Methylomagnum ishizawai	2084
prok	Methylomonas methanica	2079
prok	Methylomonas rhizoryzae	224
prok	Methylophaga aminisulfidivorans	1302
prok	Methylophaga sp.	1334
prok	Methylophilus medardicus	30316
prok	Methylophilus methylotrophus	505721
prok	Methylophilus rhizosphaerae	174345
prok	Methylophilus sp.	231134
prok	Methyloprofundus sedimenti	4676
prok	Methyloradius palustris	744
prok	Methylorubrum extorquens	19720
prok	Methylorubrum populi	367
prok	Methylorubrum rhodesianum	564
prok	Methylorubrum rhodinum	946
prok	Methylorubrum salsuginis	1723
prok	Methylorubrum thiocyanatum	254
prok	Methylotenera mobilis	886
prok	Methylotenera oryzisoli	13013
prok	Methylotenera sp.	699
prok	Methylotenera versatilis	4573
prok	Methyloterricola oryzae	2916
prok	Methylotuvimicrobium buryatense	1149
prok	Methyloversatilis discipulorum	6514
prok	Methyloversatilis sp.	43755
prok	Methyloversatilis thermotolerans	2721
prok	Methylovulum psychrotolerans	30805
prok	Microbacterium aerolatum	4690
prok	Microbacterium album	6733
prok	Microbacterium algeriense	32965
prok	Microbacterium aquimaris	2834
prok	Microbacterium aurum	1135
prok	Microbacterium azadirachtae	71555
prok	Microbacterium binotii	4268
prok	Microbacterium bovistercoris	25916
prok	Microbacterium caowuchunii	2098
prok	Microbacterium commune	7368
prok	Microbacterium cremeum	2095
prok	Microbacterium dextranolyticum	4997
prok	Microbacterium enclense	688
prok	Microbacterium esteraromaticum	19764
prok	Microbacterium flavescens	2474
prok	Microbacterium flavum	1822
prok	Microbacterium fluvii	2455
prok	Microbacterium foliorum	10224
prok	Microbacterium gallinarum	627
prok	Microbacterium ginsengisoli	586404
prok	Microbacterium ginsengiterrae	758
prok	Microbacterium gorillae	23388
prok	Microbacterium gubbeenense	768
prok	Microbacterium halophytorum	1804
prok	Microbacterium halotolerans	7671
prok	Microbacterium hatanonis	695
prok	Microbacterium helvum	1859
prok	Microbacterium hibisci	4638
prok	Microbacterium hominis	1943
prok	Microbacterium humi	1769
prok	Microbacterium hydrocarbonoxydans	23073
prok	Microbacterium hydrothermale	349
prok	Microbacterium ihumii	5151
prok	Microbacterium immunditiarum	1563
prok	Microbacterium imperiale	2884
prok	Microbacterium indicum	1037
prok	Microbacterium invictum	2311
prok	Microbacterium jejuense	2706
prok	Microbacterium keratanolyticum	4661
prok	Microbacterium kitamiense	14505
prok	Microbacterium kunmingensis	666
prok	Microbacterium lacticum	1528
prok	Microbacterium lacus	1706
prok	Microbacterium laevaniformans	435
prok	Microbacterium lemovicicum	1092
prok	Microbacterium liquefaciens	18783
prok	Microbacterium luticocti	1113
prok	Microbacterium mangrovi	11467
prok	Microbacterium marinilacus	4867
prok	Microbacterium marinum	4624
prok	Microbacterium maritypicum	9209
prok	Microbacterium mitrae	22071
prok	Microbacterium murale	11066
prok	Microbacterium nanhaiense	4728
prok	Microbacterium oleivorans	1861
prok	Microbacterium oryzae	5735
prok	Microbacterium oxydans	14049
prok	Microbacterium paraoxydans	13026
prok	Microbacterium paulum	2207
prok	Microbacterium phyllosphaerae	10286
prok	Microbacterium profundi	3416
prok	Microbacterium protaetiae	2459
prok	Microbacterium pseudoresistens	7885
prok	Microbacterium pullorum	620
prok	Microbacterium pygmaeum	220
prok	Microbacterium radiodurans	1387
prok	Microbacterium resistens	41075
prok	Microbacterium rhizomatis	2389
prok	Microbacterium saccharophilum	749
prok	Microbacterium saperdae	34111
prok	Microbacterium schleiferi	63533
prok	Microbacterium sediminis	6631
prok	Microbacterium sorbitolivorans	4613
prok	Microbacterium sp.	49327
prok	Microbacterium stercoris	4661
prok	Microbacterium suaedae	898
prok	Microbacterium sulfonylureivorans	2758
prok	Microbacterium telephonicum	1716
prok	Microbacterium terrae	1771
prok	Microbacterium terricola	10949
prok	Microbacterium testaceum	485
prok	Microbacterium thalassium	2252
prok	Microbacterium timonense	295
prok	Microbacterium trichothecenolyticum	2912
prok	Microbacterium ulmi	3531
prok	Microbacterium ureisolvens	2000
prok	Microbacterium wangchenii	1001
prok	Microbacterium yannicii	1898
prok	Microbispora cellulosiformans	2464
prok	Microbulbifer harenosus	2241
prok	Microbulbifer hydrolyticus	127
prok	Microcella flavibacter	1727
prok	Micrococcus endophyticus	514
prok	Micrococcus luteus	2074
prok	Microlunatus parietis	693
prok	Microlunatus phosphovorus	803
prok	Micromonospora inositola	853
prok	Micromonospora inyonensis	1588
prok	Micromonospora yasonensis	2967
prok	Microterricola gilva	11329
prok	Microterricola viridarii	2824
prok	Microvirga aerilata	2064
prok	Microvirga aerophila	5105
prok	Microvirga alba	1192
prok	Microvirga antarctica	2908
prok	Microvirga arsenatis	217
prok	Microvirga brassicacearum	865
prok	Microvirga calopogonii	85
prok	Microvirga massiliensis	2802
prok	Microvirga ossetica	81
prok	Microvirga pudoricolor	625
prok	Microvirga rosea	2208
prok	Microvirga sp.	4113
prok	Microvirga thermotolerans	296
prok	Microvirga tunisiensis	3732
prok	Microvirga zambiensis	2466
prok	Mitsuaria chitinivorans	115070
prok	Mitsuaria chitosanitabida	1372622
prok	Mitsuokella jalaludinii	3273
prok	Mixta calida	918
prok	Mixta gaviniae	1842
prok	Mixta intestinalis	1084
prok	Mixta mediterraneensis	743
prok	Mixta tenebrionis	8143
prok	Mixta theicola	482
prok	Moellerella wisconsensis	2566
prok	Mogibacterium timidum	231
prok	Mongoliimonas terrestris	940
prok	Moraxella atlantae	326
prok	Moraxella boevrei	794
prok	Moraxella macacae	972
prok	Moraxella osloensis	5309
prok	Morganella morganii	2369243
prok	Morganella psychrotolerans	7508
prok	Morganella sp.	311452
prok	Mucilaginibacter aquatilis	541
prok	Mucilaginibacter celer	4781
prok	Mucilaginibacter dorajii	3785
prok	Mucilaginibacter gilvus	451
prok	Mucilaginibacter ginkgonis	724
prok	Mucilaginibacter ginsenosidivorans	222
prok	Mucilaginibacter glaciei	3687
prok	Mucilaginibacter gossypii	5035
prok	Mucilaginibacter gossypiicola	572
prok	Mucilaginibacter gracilis	1321
prok	Mucilaginibacter hurinus	6744
prok	Mucilaginibacter inviolabilis	295
prok	Mucilaginibacter lappiensis	848
prok	Mucilaginibacter limnophilus	1131
prok	Mucilaginibacter mali	515
prok	Mucilaginibacter mallensis	741
prok	Mucilaginibacter phyllosphaerae	453
prok	Mucilaginibacter rigui	606
prok	Mucilaginibacter robiniae	528
prok	Mucilaginibacter roseus	4032
prok	Mucilaginibacter rubeus	514
prok	Mucilaginibacter sp.	973
prok	Mucilaginibacter terrenus	279
prok	Muricauda aquimarina	3587
prok	Muricomes intestini	243
prok	Muricoprocola aceti	250
prok	Murimonas intestini	2643
prok	Mycetocola reblochoni	1355
prok	Mycetocola saprophilus	6522
prok	Mycetocola spongiae	3247
prok	Mycetocola tolaasinivorans	6396
prok	Mycobacterium kansasii	268
prok	Mycobacterium noviomagense	926
prok	Mycobacterium ostraviense	302
prok	Mycobacterium shinjukuense	220
prok	Mycobacterium tuberculosis	1417
prok	Mycolicibacter sinensis	1134
prok	Mycolicibacterium bacteremicum	1517
prok	Mycolicibacterium mengxianglii	208
prok	Mycoplasma iguanae	44573
prok	Mycoplasma marinum	204233
prok	Mycoplasma miroungirhinis	6700
prok	Mycoplasma sp.	1805000
prok	Mycoplasma tauri	2846
prok	Mycoplasma testudinis	12508
prok	Mycoplasmoides alvi	126706
prok	Mycoplasmoides gallisepticum	8275
prok	Mycoplasmoides pirum	29604
prok	Mycoplasmopsis agalactiae	4046
prok	Mycoplasmopsis arginini	105195
prok	Mycoplasmopsis cricetuli	7350
prok	Mycoplasmopsis mucosicanis	2339
prok	Myroides aquimaris	8329
prok	Myroides indicus	19427
prok	Myroides odoratimimus	913
prok	Myroides odoratus	1841
prok	Naasia sp.	232
prok	Nakamurella lactea	744
prok	Negativibacillus massiliensis	4702
prok	Neglectibacter timonensis	2669
prok	Neisseria gonorrhoeae	1514
prok	Neobacillus citreus	662
prok	Neobacillus cucumis	557
prok	Neobacillus endophyticus	1013
prok	Neobacillus notoginsengisoli	883
prok	Neobittarella massiliensis	6174
prok	Neoehrlichia mikurensis	254
prok	Neomegalonema perideroedes	128
prok	Neorhizobium alkalisoli	583
prok	Neorhizobium galegae	1638
prok	Neorhizobium petrolearium	5342
prok	Neorhizobium sp.	10573
prok	Neorhizobium tomejilense	716
prok	Neorhizobium vignae	406
prok	Neorhizobium xiangyangii	1530
prok	Neorickettsia findlayensis	4638
prok	Neorickettsia risticii	1609
prok	Neptunomonas phycophila	3966
prok	Nereida ignava	2157
prok	Nesterenkonia lacusekhoensis	899
prok	Nesterenkonia salmonea	422
prok	Nevskia sp.	9262
prok	Niabella agricola	1409
prok	Niabella beijingensis	92745
prok	Niabella drilacis	5457
prok	Niabella ginsengisoli	2726
prok	Niabella ginsenosidivorans	4151
prok	Niabella hibiscisoli	210
prok	Niabella pedocola	3585
prok	Niabella sp.	1598
prok	Niabella yanshanensis	368
prok	Niallia alba	1387
prok	Niallia circulans	9617
prok	Niallia taxi	363937
prok	Niastella caeni	28058
prok	Niastella koreensis	487
prok	Niastella populi	643
prok	Niastella soli	2485
prok	Niastella sp.	2356
prok	Niastella vici	4360
prok	Niastella yeongjuensis	1498
prok	Nisaea acidiphila	192
prok	Nissabacter archeti	4815
prok	Nitratireductor alexandrii	35384
prok	Nitratireductor aquimarinus	2656
prok	Nitratireductor soli	486
prok	Nitrobacter hamburgensis	67738
prok	Nitrobacter sp.	18808
prok	Nitrobacter vulgaris	437
prok	Nitrobacter winogradskyi	1042
prok	Nitrosomonas ureae	10966
prok	Nitrospira sp.	1275
prok	Nitrospirillum amazonense	4979
prok	Niveispirillum cyanobacteriorum	396
prok	Niveispirillum lacus	266
prok	Niveispirillum sp.	209
prok	Nocardia arthritidis	731
prok	Nocardia coffeae	2019
prok	Nocardia cyriacigeorgica	1014
prok	Nocardioides antri	690
prok	Nocardioides carbamazepini	624
prok	Nocardioides daeguensis	180
prok	Nocardioides donggukensis	806
prok	Nocardioides kongjuensis	2106
prok	Nocardioides salarius	212
prok	Nocardioides terrae	228
prok	Nocardioides zeae	19051
prok	Nocardiopsis alba	1238
prok	Nocardiopsis alborubida	829
prok	Nocardiopsis baichengensis	403
prok	Nocardiopsis ganjiahuensis	767
prok	Nocardiopsis lucentensis	680
prok	Nocardiopsis trehalosi	2507
prok	Nodosilinea sp.	48705
prok	Nonomuraea dietziae	299
prok	Nonomuraea mesophila	649
prok	Nonomuraea pusilla	2411
prok	Nosocomiicoccus ampullae	917
prok	Novacetimonas pomaceti	135
prok	Noviherbaspirillum aerium	1359
prok	Noviherbaspirillum galbum	397
prok	Noviherbaspirillum humi	5262
prok	Noviherbaspirillum malthae	1298
prok	Noviherbaspirillum sedimenti	19332
prok	Noviherbaspirillum soli	3213
prok	Novimethylophilus kurashikiensis	3712
prok	Novosphingobium aerophilum	8525
prok	Novosphingobium aquimarinum	4153
prok	Novosphingobium aromaticivorans	27028
prok	Novosphingobium aureum	3902
prok	Novosphingobium barchaimii	16292
prok	Novosphingobium capsulatum	5462
prok	Novosphingobium chloroacetimidivorans	813
prok	Novosphingobium clariflavum	3232
prok	Novosphingobium decolorationis	1593
prok	Novosphingobium endophyticum	447
prok	Novosphingobium flavum	767
prok	Novosphingobium fluoreni	4285
prok	Novosphingobium ginsenosidimutans	2303
prok	Novosphingobium guangzhouense	64932
prok	Novosphingobium hassiacum	2161
prok	Novosphingobium lentum	28097
prok	Novosphingobium lindaniclasticum	2352
prok	Novosphingobium naphthalenivorans	60414
prok	Novosphingobium olei	493
prok	Novosphingobium panipatense	8885
prok	Novosphingobium pentaromativorans	343
prok	Novosphingobium profundi	10963
prok	Novosphingobium resinovorum	41150
prok	Novosphingobium rosa	19162
prok	Novosphingobium sediminis	232
prok	Novosphingobium silvae	10238
prok	Novosphingobium sp.	13843
prok	Novosphingobium taihuense	250
prok	Nubsella zeaxanthinifaciens	14264
prok	Occultella kanbiaonis	1133
prok	Oceanibacterium hippocampi	4980
prok	Oceanibaculum pacificum	1313
prok	Oceanitalea stevensii	1580
prok	Oceanobacillus luteolus	1193
prok	Odoribacter laneus	3565355
prok	Odoribacter splanchnicus	6556
prok	Oerskovia rustica	1575
prok	Ohtaekwangia koreensis	2635
prok	Ohtaekwangia sp.	1576
prok	Okeania hirsuta	140
prok	Okeania sp.	880
prok	Olavius algarvensis	240
prok	Olegusella massiliensis	2526
prok	Oligoflexus tunisiensis	85241
prok	Oliverpabstia intestinalis	3233
prok	Olivibacter domesticus	42866
prok	Olivibacter jilunii	217
prok	Olivibacter sitiensis	2166
prok	Olleya sp.	844
prok	Olsenella profusa	402
prok	Olsenella timonensis	726
prok	Oribacterium sinus	433
prok	Oribacterium sp.	357
prok	Oricola indica	921
prok	Orientia chuto	1335
prok	Orientia tsutsugamushi	127
prok	Ornithobacterium rhinotracheale	1765
prok	Oryzisolibacter propanilivorax	2320
prok	Oryzomicrobium sp.	1232
prok	Oryzomicrobium terrae	5010
prok	Oscillibacter sp.	1329
prok	Ottowia beijingensis	7827
prok	Ottowia massiliensis	573
prok	Ottowia oryzae	1875
prok	Ottowia sp.	2510
prok	Ottowia testudinis	9560
prok	Ottowia thiooxydans	18324
prok	Paenalcaligenes niemegkensis	1655
prok	Paenalcaligenes suwonensis	1166
prok	Paenalkalicoccus suaedae	5522
prok	Paenarthrobacter ilicis	1423
prok	Paenarthrobacter nicotinovorans	1890
prok	Paenibacillus abyssi	6082
prok	Paenibacillus aceti	2784
prok	Paenibacillus agaridevorans	2934768
prok	Paenibacillus alba	6634
prok	Paenibacillus albicereus	2422
prok	Paenibacillus albidus	1574
prok	Paenibacillus albilobatus	2905
prok	Paenibacillus algicola	6742
prok	Paenibacillus alginolyticus	494
prok	Paenibacillus algorifonticola	5417
prok	Paenibacillus alkaliterrae	19417
prok	Paenibacillus allorhizosphaerae	5024
prok	Paenibacillus alvei	1009
prok	Paenibacillus anseongense	822
prok	Paenibacillus antibioticophila	227
prok	Paenibacillus antri	1027
prok	Paenibacillus arenilitoris	8609
prok	Paenibacillus artemisiicola	3746
prok	Paenibacillus athensensis	1866
prok	Paenibacillus azoreducens	683
prok	Paenibacillus baekrokdamisoli	757
prok	Paenibacillus barcinonensis	18570
prok	Paenibacillus barengoltzii	13154
prok	Paenibacillus borealis	398017
prok	Paenibacillus brasilensis	1218
prok	Paenibacillus brevis	13162
prok	Paenibacillus camelliae	2581
prok	Paenibacillus campinasensis	34571
prok	Paenibacillus castaneae	9840
prok	Paenibacillus catalpae	4818
prok	Paenibacillus caui	643
prok	Paenibacillus cellulositrophicus	20284
prok	Paenibacillus chitinolyticus	788
prok	Paenibacillus cisolokensis	2613
prok	Paenibacillus contaminans	42264
prok	Paenibacillus curdlanolyticus	240
prok	Paenibacillus cymbidii	2743
prok	Paenibacillus daejeonensis	7743
prok	Paenibacillus darwinianus	2621
prok	Paenibacillus dokdonensis	482
prok	Paenibacillus donghaensis	4149
prok	Paenibacillus doosanensis	1310
prok	Paenibacillus durus	1943
prok	Paenibacillus ehimensis	212
prok	Paenibacillus elgii	2419
prok	Paenibacillus endophyticus	7920
prok	Paenibacillus etheri	26975
prok	Paenibacillus eucommiae	13177
prok	Paenibacillus faecalis	4499
prok	Paenibacillus faecis	31684
prok	Paenibacillus farraposensis	4283
prok	Paenibacillus ferrarius	2524
prok	Paenibacillus flagellatus	916
prok	Paenibacillus foliorum	1073
prok	Paenibacillus frigoriresistens	2626
prok	Paenibacillus gallinarum	208
prok	Paenibacillus germinis	223
prok	Paenibacillus ginsengihumi	5376
prok	Paenibacillus glucanolyticus	427040
prok	Paenibacillus glycanilyticus	6677
prok	Paenibacillus gorillae	239
prok	Paenibacillus harenae	4730
prok	Paenibacillus helianthi	956
prok	Paenibacillus hemerocallicola	6289
prok	Paenibacillus herberti	6112
prok	Paenibacillus humicus	1228
prok	Paenibacillus hunanensis	1231
prok	Paenibacillus ihbetae	54970
prok	Paenibacillus ihumii	242
prok	Paenibacillus illinoisensis	28066
prok	Paenibacillus kobensis	1933
prok	Paenibacillus koleovorans	2741
prok	Paenibacillus lactis	298902
prok	Paenibacillus larvae	812
prok	Paenibacillus lautus	3489396
prok	Paenibacillus lemnae	3316
prok	Paenibacillus lignilyticus	1569
prok	Paenibacillus lupini	1038
prok	Paenibacillus luteus	6414
prok	Paenibacillus lutimineralis	2753
prok	Paenibacillus lutrae	206
prok	Paenibacillus macquariensis	306
prok	Paenibacillus marchantiophytorum	224
prok	Paenibacillus maysiensis	746
prok	Paenibacillus mendelii	8433
prok	Paenibacillus mesophilus	1107
prok	Paenibacillus methanolicus	919
prok	Paenibacillus montanisoli	646
prok	Paenibacillus montaniterrae	1594
prok	Paenibacillus nanensis	9728
prok	Paenibacillus naphthalenovorans	1617
prok	Paenibacillus nasutitermitis	26019
prok	Paenibacillus odorifer	1045
prok	Paenibacillus oenotherae	2403
prok	Paenibacillus oralis	1203
prok	Paenibacillus oryzae	5938
prok	Paenibacillus pabuli	106154
prok	Paenibacillus paeoniae	1466
prok	Paenibacillus paridis	218
prok	Paenibacillus pasadenensis	697
prok	Paenibacillus pectinilyticus	531
prok	Paenibacillus periandrae	3913
prok	Paenibacillus phocaensis	203
prok	Paenibacillus phyllosphaerae	6883
prok	Paenibacillus physcomitrellae	107059
prok	Paenibacillus phytohabitans	74332
prok	Paenibacillus pinihumi	2625
prok	Paenibacillus pinisoli	1248
prok	Paenibacillus pinistramenti	65833
prok	Paenibacillus piscarius	201
prok	Paenibacillus plantarum	2614
prok	Paenibacillus planticolens	1669
prok	Paenibacillus polysaccharolyticus	95796
prok	Paenibacillus profundus	701
prok	Paenibacillus prosopidis	248
prok	Paenibacillus radicis	2371
prok	Paenibacillus rhizophilus	776
prok	Paenibacillus rhizosphaerae	1484
prok	Paenibacillus rhizovicinus	217
prok	Paenibacillus rigui	204
prok	Paenibacillus riograndensis	1924
prok	Paenibacillus roseus	3135
prok	Paenibacillus rubinfantis	41032
prok	Paenibacillus sabuli	3117
prok	Paenibacillus sacheonensis	864
prok	Paenibacillus sambharensis	1297
prok	Paenibacillus selenitireducens	10759
prok	Paenibacillus senegalimassiliensis	1492
prok	Paenibacillus silagei	2810
prok	Paenibacillus silvae	5009
prok	Paenibacillus silvestris	1918
prok	Paenibacillus sinopodophylli	1387
prok	Paenibacillus solanacearum	857
prok	Paenibacillus solani	131803
prok	Paenibacillus sophorae	141699
prok	Paenibacillus stellifer	1064
prok	Paenibacillus taichungensis	16508360
prok	Paenibacillus taihuensis	672
prok	Paenibacillus thalictri	1975
prok	Paenibacillus thiaminolyticus	20371
prok	Paenibacillus tianmuensis	2223
prok	Paenibacillus tritici	224424
prok	Paenibacillus tuaregi	5246
prok	Paenibacillus tyrfis	218
prok	Paenibacillus uliginis	21853
prok	Paenibacillus validus	2112
prok	Paenibacillus vietnamensis	207
prok	Paenibacillus vini	2523
prok	Paenibacillus whitsoniae	1985
prok	Paenibacillus woosongensis	910
prok	Paenibacillus xylanexedens	440448
prok	Paenibacillus xylanilyticus	229107
prok	Paenibacillus xylanivorans	447296
prok	Paenibacillus yonginensis	230397
prok	Paenibacillus zanthoxyli	2644
prok	Paeniclostridium ghonii	282
prok	Paeniclostridium sordellii	2057
prok	Paeniglutamicibacter antarcticus	160
prok	Paenochrobactrum gallinarii	35679
prok	Palleniella intestinalis	731
prok	Paludibaculum fermentans	5146
prok	Paludisphaera borealis	719
prok	Panacagrimonas perspica	986
prok	Panacibacter ginsenosidivorans	27564
prok	Panacibacter microcysteis	2371
prok	Pandoraea apista	414
prok	Pandoraea capi	670
prok	Pandoraea eparura	611
prok	Pandoraea iniqua	221
prok	Pandoraea pneumonica	22901
prok	Pandoraea pulmonicola	1494
prok	Pandoraea sp.	1874
prok	Pandoraea terrae	1342
prok	Pandoraea terrigena	1402
prok	Pandoraea thiooxydans	7136
prok	Pandoraea vervacti	1916
prok	Pantoea alhagi	2730
prok	Pantoea allii	1979
prok	Pantoea coffeiphila	1459
prok	Pantoea rodasii	749
prok	Pantoea sp.	2437
prok	Papillibacter cinnamivorans	764
prok	Parabacteroides faecis	236
prok	Parabacteroides goldsteinii	586
prok	Parabacteroides massiliensis	3069
prok	Parabacteroides pacaensis	835
prok	Parabacteroides sp.	490
prok	Paraburkholderia agricolaris	4117
prok	Paraburkholderia antibiotica	2073
prok	Paraburkholderia aspalathi	7820
prok	Paraburkholderia atlantica	14180
prok	Paraburkholderia caribensis	764
prok	Paraburkholderia fungorum	2479
prok	Paraburkholderia fynbosensis	12310
prok	Paraburkholderia hayleyella	768
prok	Paraburkholderia heleia	13017
prok	Paraburkholderia lycopersici	311
prok	Paraburkholderia metrosideri	2855
prok	Paraburkholderia nodosa	612
prok	Paraburkholderia pallida	712
prok	Paraburkholderia podalyriae	1965
prok	Paraburkholderia polaris	513
prok	Paraburkholderia rhizosphaerae	1319
prok	Paraburkholderia sartisoli	2054
prok	Paraburkholderia silvatlantica	336599
prok	Paraburkholderia sp.	475
prok	Paraburkholderia unamae	65501
